book_id,books_count,authors,original_publication_year,title,average_rating,work_ratings_count,work_text_reviews_count,tag_id,tag_name
34,169,E.L. James,2011,"Fifty Shades of Grey (Fifty Shades,#1)",3.67,1436818,75437,17,Romance
38,167,Audrey Niffenegger,2003,The Time Traveler`s Wife,3.95,1308667,43382,11,Fiction
40,185,Elizabeth Gilbert,2006,"Eat,Pray,Love",3.51,1206597,49714,16,Nonfiction
41,159,Rick Riordan,2005,"The Lightning Thief (Percy Jackson and the Olympians,#1)",4.23,1411114,46006,10,Fantasy
45,264,Yann Martel,2001,Life of Pi,3.88,1077431,42962,11,Fiction
46,128,Sara Gruen,2006,Water for Elephants,4.07,1108839,55732,11,Fiction
47,251,Markus Zusak,2005,The Book Thief,4.36,1287798,93611,11,Fiction
49,194,Stephenie Meyer,2006,"New Moon (Twilight,#2)",3.52,1199000,44020,18,Young Adult
51,178,Cassandra Clare,2007,"City of Bones (The Mortal Instruments,#1)",4.12,1241799,51589,18,Young Adult
52,185,Stephenie Meyer,2007,"Eclipse (Twilight,#3)",3.69,1176642,35216,18,Young Adult
53,217,Christopher Paolini,2002,"Eragon (The Inheritance Cycle,#1)",3.86,1125231,18280,10,Fantasy
56,183,Stephenie Meyer,2008,"Breaking Dawn (Twilight,#4)",3.7,1107709,44550,10,Fantasy
57,125,Sue Monk Kidd,2001,The Secret Life of Bees,4.01,937393,26522,11,Fiction
60,183,Mark Haddon,2003,The Curious Incident of the Dog in the Night-Time,3.85,915790,35796,11,Fiction
61,14,Paula Hawkins,2015,The Girl on the Train,3.88,1226485,93600,15,Mystery
64,125,Jodi Picoult,2004,My Sister`s Keeper,4.06,887880,30719,11,Fiction
67,197,Khaled Hosseini,2007,A Thousand Splendid Suns,4.34,866065,43645,11,Fiction
69,164,Veronica Roth,2012,"Insurgent (Divergent,#2)",4.07,947338,55873,18,Young Adult
73,161,Stephenie Meyer,2008,"The Host (The Host,#1)",3.84,777560,39778,25,Science Fiction
74,187,John Green,2005,Looking for Alaska,4.09,831285,47128,18,Young Adult
78,129,Lauren Weisberger,2003,"The Devil Wears Prada (The Devil Wears Prada,#1)",3.7,679845,8024,11,Fiction
81,92,Jeannette Walls,2005,The Glass Castle,4.24,637866,40777,16,Nonfiction
88,178,John Green,2008,Paper Towns,3.88,655271,42717,18,Young Adult
91,147,James Dashner,2009,"The Maze Runner (Maze Runner,#1)",4.02,777956,48942,18,Young Adult
92,124,"Steven D. Levitt,Stephen J. Dubner",2005,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics,#1)",3.93,549301,13668,16,Nonfiction
96,133,E.L. James,2012,"Fifty Shades Freed (Fifty Shades,#3)",3.88,610116,25287,17,Romance
98,209,"Stieg Larsson,Reg Keeland",2006,"The Girl Who Played with Fire (Millennium,#2)",4.22,649253,31423,11,Fiction
99,147,E.L. James,2011,"Fifty Shades Darker (Fifty Shades,#2)",3.87,623340,28052,17,Romance
101,59,David Sedaris,2000,Me Talk Pretty One Day,3.97,514276,14982,16,Nonfiction
104,181,Cormac McCarthy,2006,The Road,3.95,555787,38980,11,Fiction
105,153,Veronica Roth,2013,"Allegiant (Divergent,#3)",3.63,663226,62536,18,Young Adult
106,48,Tina Fey,2011,Bossypants,3.94,609260,35142,16,Nonfiction
108,144,Sophie Kinsella,2000,"Confessions of a Shopaholic (Shopaholic,#1)",3.61,558004,11170,11,Fiction
111,98,Kim Edwards,2005,The Memory Keeper`s Daughter,3.64,510582,18027,11,Fiction
112,168,Jojo Moyes,2012,"Me Before You (Me Before You,#1)",4.27,741133,71412,11,Fiction
115,125,Jeffrey Eugenides,2002,Middlesex,3.98,507998,20880,11,Fiction
120,93,Ann Brashares,2001,"The Sisterhood of the Traveling Pants (Sisterhood,#1)",3.75,536604,6477,18,Young Adult
124,151,Emma Donoghue,2010,Room,4.03,556327,42254,11,Fiction
127,100,Malcolm Gladwell,2000,The Tipping Point: How Little Things Can Make a Big Difference,3.92,499066,10895,16,Nonfiction
128,190,Walter Isaacson,2011,Steve Jobs,4.09,579256,15198,3,Biography
132,123,Mitch Albom,2003,The Five People You Meet in Heaven,3.9,474699,16682,11,Fiction
134,122,Cassandra Clare,2009,"City of Glass (The Mortal Instruments,#3)",4.34,630560,22736,10,Fantasy
135,175,George R.R. Martin,2000,"A Storm of Swords (A Song of Ice and Fire,#3)",4.54,527644,19497,10,Fantasy
139,155,Ransom Riggs,2011,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children,#1)",3.89,672222,53569,10,Fantasy
140,193,"Stieg Larsson,Reg Keeland",2007,"The Girl Who Kicked the Hornet`s Nest (Millennium,#3)",4.2,526791,26766,11,Fiction
141,148,Andy Weir,2012,The Martian,4.39,529702,61298,10,Fantasy
143,139,Anthony Doerr,2014,All the Light We Cannot See,4.31,547827,53413,11,Fiction
144,16,Laura Hillenbrand,2010,"Unbroken: A World War II Story of Survival,Resilience,and Redemption",4.4,528552,41572,16,Nonfiction
145,180,Dan Brown,2001,Deception Point,3.67,479733,7798,11,Fiction
146,108,Donna Tartt,2013,The Goldfinch,3.87,463847,44631,11,Fiction
147,150,Jay Asher,2007,Thirteen Reasons Why,4.02,571281,43467,11,Fiction
149,130,Gayle Forman,2009,"If I Stay (If I Stay,#1)",3.96,567087,34959,18,Young Adult
151,121,Rick Riordan,2006,"The Sea of Monsters (Percy Jackson and the Olympians,#2)",4.23,550512,20097,10,Fantasy
152,111,Nicholas Sparks,2006,Dear John,4.01,454781,10626,17,Romance
153,125,Cassandra Clare,2008,"City of Ashes (The Mortal Instruments,#2)",4.21,586008,23643,10,Fantasy
156,65,Emily Giffin,2004,"Something Borrowed (Darcy & Rachel,#1)",3.83,435189,11567,17,Romance
159,92,Rick Riordan,2008,"The Battle of the Labyrinth (Percy Jackson and the Olympians,#4)",4.39,537708,14098,10,Fantasy
163,72,Rick Riordan,2010,"The Lost Hero (The Heroes of Olympus,#1)",4.35,489495,17107,10,Fantasy
164,103,Rainbow Rowell,2013,Eleanor & Park,4.11,579753,53005,18,Young Adult
165,176,George R.R. Martin,2005,"A Feast for Crows (A Song of Ice and Fire,#4)",4.1,481130,18876,10,Fantasy
166,84,Ally Condie,2010,"Matched (Matched,#1)",3.68,530680,30226,18,Young Adult
167,196,Neil Gaiman,2001,"American Gods (American Gods,#1)",4.11,518343,27587,10,Fantasy
169,95,Nicholas Sparks,2008,The Last Song,4.14,438429,11051,17,Romance
174,134,William Paul Young,2007,The Shack,3.74,438292,29377,11,Fiction
175,87,Rick Riordan,2009,"The Last Olympian (Percy Jackson and the Olympians,#5)",4.5,499510,17693,10,Fantasy
182,119,"Kami Garcia,Margaret Stohl",2009,"Beautiful Creatures (Caster Chronicles,#1)",3.76,458518,20808,10,Fantasy
183,103,Cassandra Clare,2010,"Clockwork Angel (The Infernal Devices,#1)",4.33,515759,24385,10,Fantasy
185,119,Erin Morgenstern,2011,The Night Circus,4.03,474826,54008,10,Fantasy
186,111,Philippa Gregory,2001,"The Other Boleyn Girl (The Plantagenet and Tudor Novels,#9)",4.04,399223,15846,11,Fiction
187,98,Scott Westerfeld,2005,"Uglies (Uglies,#1)",3.86,464589,21234,18,Young Adult
188,115,George R.R. Martin,2011,"A Dance with Dragons (A Song of Ice and Fire,#5)",4.31,424618,20072,10,Fantasy
190,101,Cheryl Strayed,2012,Wild: From Lost to Found on the Pacific Crest Trail,3.96,420903,34444,16,Nonfiction
192,123,Patrick Rothfuss,2007,"The Name of the Wind (The Kingkiller Chronicle,#1)",4.55,449372,28631,10,Fantasy
193,120,Malcolm Gladwell,2008,Outliers: The Story of Success,4.11,369126,19383,16,Nonfiction
195,116,"Mary Ann Shaffer,Annie Barrows",2008,The Guernsey Literary and Potato Peel Pie Society,4.12,423672,39853,11,Fiction
197,109,Charlaine Harris,2001,"Dead Until Dark (Sookie Stackhouse,#1)",3.96,444824,16818,10,Fantasy
199,119,John Grogan,2005,Marley and Me: Life and Love With the World`s Worst Dog,4.12,379348,13407,16,Nonfiction
201,208,Dan Brown,2009,"The Lost Symbol (Robert Langdon,#3)",3.66,404982,24199,11,Fiction
202,91,Becca Fitzpatrick,2009,"Hush,Hush (Hush,Hush,#1)",4,461802,21871,18,Young Adult
203,85,Jamie McGuire,2011,"Beautiful Disaster (Beautiful,#1)",4.15,442696,25298,17,Romance
206,93,Kiera Cass,2012,"The Selection (The Selection,#1)",4.15,539091,35681,18,Young Adult
208,66,Rebecca Skloot,2010,The Immortal Life of Henrietta Lacks,4.04,404440,28624,16,Nonfiction
210,132,Richelle Mead,2007,"Vampire Academy (Vampire Academy,#1)",4.14,455151,19720,10,Fantasy
211,116,Malcolm Gladwell,2005,Blink: The Power of Thinking Without Thinking,3.89,360338,12215,16,Nonfiction
212,155,Ian McEwan,2001,Atonement,3.88,365658,14815,11,Fiction
214,94,Rick Riordan,2007,"The Titan`s Curse (Percy Jackson and the Olympians,#3)",4.33,486262,15418,10,Fantasy
215,112,Ernest Cline,2011,Ready Player One,4.31,421819,52120,25,Science Fiction
216,90,Garth Stein,2006,The Art of Racing in the Rain,4.19,354319,32021,11,Fiction
217,70,"Erik Larson,Tony Goldwyn",2003,"The Devil in the White City: Murder,Magic,and Madness at the Fair That Changed America",3.98,350607,25846,16,Nonfiction
218,96,Sylvia Day,2012,"Bared to You (Crossfire,#1)",4.19,386136,16748,17,Romance
223,163,Eoin Colfer,2001,"Artemis Fowl (Artemis Fowl,#1)",3.82,399165,8384,10,Fantasy
224,97,Lauren Kate,2009,"Fallen (Fallen,#1)",3.74,408108,17725,18,Young Adult
226,131,Gillian Flynn,2009,Dark Places,3.92,386607,28784,15,Mystery
228,84,"Emma McLaughlin,Nicola Kraus",2002,"The Nanny Diaries (Nanny,#1)",3.4,328073,5121,11,Fiction
231,117,Tatiana de Rosnay,2007,Sarah`s Key,4.14,347631,26614,11,Fiction
235,95,Liane Moriarty,2013,The Husband`s Secret,3.92,351805,27610,11,Fiction
238,79,Augusten Burroughs,2002,Running with Scissors,3.7,306388,11601,16,Nonfiction
239,137,Max Brooks,2006,World War Z: An Oral History of the Zombie War,4.01,345149,22412,31,Horror
240,235,Dan Brown,2013,"Inferno (Robert Langdon,#4)",3.8,345560,33700,11,Fiction
244,136,Gillian Flynn,2006,Sharp Objects,3.92,354838,28268,15,Mystery
246,97,"P.C. Cast,Kristin Cast",2007,"Marked (House of Night,#1)",3.79,371020,12870,18,Young Adult
249,104,Jonathan Safran Foer,2005,Extremely Loud and Incredibly Close,3.97,319116,21107,11,Fiction
250,124,R.J. Palacio,2012,Wonder,4.43,377791,43021,11,Fiction
252,92,Marissa Meyer,2012,"Cinder (The Lunar Chronicles,#1)",4.15,454146,41109,18,Young Adult
253,48,"Robert Galbraith,J.K. Rowling",2013,"The Cuckoo`s Calling (Cormoran Strike,#1)",3.83,340495,27258,15,Mystery
254,96,Maggie Stiefvater,2009,"Shiver (The Wolves of Mercy Falls,#1)",3.78,370811,20521,17,Romance
256,67,"Greg Mortenson,David Oliver Relin",2006,Three Cups of Tea: One Man`s Mission to Promote Peace ... One School at a Time,3.64,288520,21681,16,Nonfiction
258,279,"Carlos Ruiz Zafón,Lucia Graves",2001,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",4.24,317554,24652,11,Fiction
259,107,James Dashner,2010,"The Scorch Trials (Maze Runner,#2)",3.93,346307,23058,18,Young Adult
262,107,Liane Moriarty,2014,Big Little Lies,4.2,371433,30120,15,Mystery
267,90,Kristin Hannah,2015,The Nightingale,4.54,327015,37279,11,Fiction
268,159,Kazuo Ishiguro,2005,Never Let Me Go,3.8,323627,21927,11,Fiction
269,17,Cecelia Ahern,2003,P.S. I Love You,4.01,283413,7069,17,Romance
273,105,Lisa See,2005,Snow Flower and the Secret Fan,4.05,290660,15807,11,Fiction
275,116,John Green,2006,An Abundance of Katherines,3.63,347424,20657,18,Young Adult
277,109,Neil Gaiman,2013,The Ocean at the End of the Lane,3.99,336251,37655,11,Fiction
279,95,"John Tiffany,Jack Thorne,J.K. Rowling",2016,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter,#8)",3.75,397773,53365,10,Fantasy
280,108,Lauren Oliver,2011,"Delirium (Delirium,#1)",3.99,352398,24271,17,Romance
282,153,Neil Gaiman,2002,Coraline,4.03,343630,13905,10,Fantasy
285,122,Graeme Simsion,2013,"The Rosie Project (Don Tillman,#1)",4.01,305509,31155,11,Fiction
286,99,Nicholas Sparks,2008,The Lucky One,4.1,281323,9476,17,Romance
290,18,Mindy Kaling,2011,Is Everyone Hanging Out Without Me? (And Other Concerns),3.84,312931,19397,16,Nonfiction
291,74,Abraham Verghese,2009,Cutting for Stone,4.28,281079,23146,11,Fiction
294,69,Rick Riordan,2011,"The Son of Neptune (The Heroes of Olympus,#2)",4.44,316800,12270,10,Fantasy
295,145,Stephen King,2011,11/22/63,4.29,303057,30656,11,Fiction
299,69,"Todd Burpo,Lynn Vincent",2010,Heaven is for Real: A Little Boy`s Astounding Story of His Trip to Heaven and Back,4.01,243018,14378,16,Nonfiction
300,178,John Boyne,2006,The Boy in the Striped Pajamas,4.1,325401,19058,11,Fiction
302,117,Nicholas Sparks,2010,Safe Haven,4.19,274974,12769,17,Romance
303,113,Rhonda Byrne,2006,"The Secret (The Secret,#1)",3.62,250945,9663,16,Nonfiction
307,102,Patrick Rothfuss,2011,"The Wise Man`s Fear (The Kingkiller Chronicle,#2)",4.57,282349,15503,10,Fantasy
308,94,Sophie Kinsella,2003,Can You Keep a Secret?,3.83,293801,9510,17,Romance
309,96,Cassandra Clare,2011,"City of Fallen Angels (The Mortal Instruments,#4)",4.16,373167,18870,10,Fantasy
310,71,Jennifer Weiner,2001,"Good in Bed (Cannie Shapiro,#1)",3.7,252305,5500,11,Fiction
312,129,"Neil Gaiman,Dave McKean",2008,The Graveyard Book,4.12,325451,23840,10,Fantasy
313,113,M.L. Stedman,2012,The Light Between Oceans,4,288434,29932,11,Fiction
314,134,"Cornelia Funke,Anthea Bell",2003,"Inkheart (Inkworld,#1)",3.86,301414,10384,10,Fantasy
318,65,Christina Baker Kline,2013,Orphan Train,4.14,263968,24700,11,Fiction
319,101,Cassandra Clare,2012,"City of Lost Souls (The Mortal Instruments,#5)",4.3,327869,16639,10,Fantasy
320,78,Maria Semple,2012,"Where`d You Go,Bernadette",3.9,268153,28973,11,Fiction
324,80,Rainbow Rowell,2013,Fangirl,4.12,371730,39353,18,Young Adult
327,91,Marie Lu,2011,"Legend (Legend,#1)",4.19,318472,23487,11,Fiction
328,84,Jodi Picoult,2007,Nineteen Minutes,4.1,251693,14004,11,Fiction
329,111,"Randy Pausch,Jeffrey Zaslow",2008,The Last Lecture,4.25,248143,14988,16,Nonfiction
333,107,Lisa Genova,2007,Still Alice,4.3,245071,24112,11,Fiction
334,81,Sylvia Day,2012,"Reflected in You (Crossfire,#2)",4.33,267608,9817,17,Romance
336,107,James Patterson,2001,"1st to Die (Women`s Murder Club,#1)",4.05,242428,5039,15,Mystery
338,129,David Nicholls,2009,One Day,3.77,247052,15937,11,Fiction
340,38,Pittacus Lore,2010,"I Am Number Four (Lorien Legacies,#1)",3.94,270195,14101,18,Young Adult
342,139,J.K. Rowling,2012,The Casual Vacancy,3.28,254461,28751,11,Fiction
345,163,Christopher Paolini,2005,"Eldest (The Inheritance Cycle,#2)",3.96,274059,8284,10,Fantasy
348,77,E. Lockhart,2014,We Were Liars,3.85,298780,36910,11,Fiction
351,99,Cassandra Clare,2011,"Clockwork Prince (The Infernal Devices,#2)",4.46,328019,17854,10,Fantasy
352,29,Amy Poehler,2014,Yes Please,3.81,274223,20301,16,Nonfiction
355,87,Kristin Cashore,2008,"Graceling (Graceling Realm,#1)",4.1,296630,19081,10,Fantasy
359,135,Khaled Hosseini,2012,And the Mountains Echoed,4.03,229116,24084,11,Fiction
363,79,Stephanie Perkins,2010,"Anna and the French Kiss (Anna and the French Kiss,#1)",4.08,285344,26153,18,Young Adult
366,38,David McCullough,2001,John Adams,4.05,220127,5334,12,History
367,82,Dean Koontz,2003,"Odd Thomas (Odd Thomas,#1)",3.94,213895,6357,31,Horror
369,85,Jerry Spinelli,2000,"Stargirl (Stargirl,#1)",3.74,245315,11717,18,Young Adult
370,76,Rick Riordan,2010,"The Red Pyramid (Kane Chronicles,#1)",4.06,242889,10914,10,Fantasy
372,55,David Sedaris,2004,Dress Your Family in Corduroy and Denim,4.08,204247,5776,16,Nonfiction
374,155,Bill Bryson,2003,A Short History of Nearly Everything,4.19,206367,9065,12,History
376,88,James Dashner,2011,"The Death Cure (Maze Runner,#3)",3.77,257184,19975,18,Young Adult
378,93,Jhumpa Lahiri,2003,The Namesake,3.96,192903,9824,11,Fiction
379,99,Deborah Harkness,2011,"A Discovery of Witches (All Souls Trilogy,#1)",3.99,249735,25179,10,Fantasy
382,86,"John Green,David Levithan",2010,"Will Grayson,Will Grayson",3.84,254305,15782,18,Young Adult
383,69,James Frey,2003,A Million Little Pieces,3.62,189931,10857,16,Nonfiction
384,93,Richelle Mead,2008,"Frostbite (Vampire Academy,#2)",4.3,270065,10056,18,Young Adult
385,86,Susan Cain,2012,Quiet: The Power of Introverts in a World That Can`t Stop Talking,4.04,221729,17573,16,Nonfiction
389,75,Brandon Sanderson,2006,"The Final Empire (Mistborn,#1)",4.43,238993,16276,10,Fantasy
392,115,Jeff Kinney,2004,"Diary of a Wimpy Kid (Diary of a Wimpy Kid,#1)",3.96,263269,13337,11,Fiction
393,73,Sarah J. Maas,2012,"Throne of Glass (Throne of Glass,#1)",4.24,327865,29145,18,Young Adult
394,88,Richelle Mead,2008,"Shadow Kiss (Vampire Academy,#3)",4.37,278963,10074,18,Young Adult
396,69,Jamie Ford,2009,Hotel on the Corner of Bitter and Sweet,3.98,211336,18120,11,Fiction
398,61,Eric Schlosser,2001,Fast Food Nation: The Dark Side of the All-American Meal,3.73,183361,5063,16,Nonfiction
399,131,J.K. Rowling,2007,The Tales of Beedle the Bard,4.06,319107,11330,10,Fantasy
404,76,William Landay,2012,Defending Jacob,3.97,202066,17681,11,Fiction
407,77,Ann Patchett,2001,Bel Canto,3.92,200256,12134,11,Fiction
411,99,Sophie Kinsella,2005,The Undomestic Goddess,3.82,209361,6772,17,Romance
414,82,Chris Cleave,2008,Little Bee,3.7,197953,19680,11,Fiction
415,78,Alyson Noel,2009,"Evermore (The Immortals,#1)",3.59,235704,9228,18,Young Adult
417,137,Diane Setterfield,2006,The Thirteenth Tale,3.95,228602,19432,11,Fiction
418,71,Richelle Mead,2010,"Spirit Bound (Vampire Academy,#5)",4.37,235076,8030,10,Fantasy
419,76,Richelle Mead,2009,"Blood Promise (Vampire Academy,#4)",4.35,244376,8782,18,Young Adult
421,77,Paula McLain,2011,The Paris Wife,3.79,207590,18836,11,Fiction
423,84,Kiera Cass,2013,"The Elite (The Selection,#2)",4.02,269816,21810,18,Young Adult
428,65,Rick Riordan,2012,"The Mark of Athena (The Heroes of Olympus,#3)",4.47,293586,13332,10,Fantasy
430,157,"Haruki Murakami,Philip Gabriel",2002,Kafka on the Shore,4.13,195365,13279,11,Fiction
433,73,J.R. Ward,2005,"Dark Lover (Black Dagger Brotherhood,#1)",4.21,238633,10769,17,Romance
434,73,Becca Fitzpatrick,2010,"Crescendo (Hush,Hush,#2)",4.07,234040,10041,18,Young Adult
435,82,Lauren Oliver,2010,Before I Fall,3.92,232559,17705,18,Young Adult
437,63,Sue Monk Kidd,2014,The Invention of Wings,4.23,193774,19518,11,Fiction
438,68,Liane Moriarty,2009,What Alice Forgot,4.05,205778,17382,11,Fiction
440,140,Ken Follett,2010,"Fall of Giants (The Century Trilogy,#1)",4.26,190478,11859,11,Fiction
441,110,Stephen King,2009,Under the Dome,3.89,201322,13086,31,Horror
443,61,Sarah Dessen,2006,Just Listen,4.06,207930,7319,18,Young Adult
445,150,S.J. Watson,2011,Before I Go to Sleep,3.87,213136,19206,28,Thriller
447,143,Christopher Paolini,2008,"Brisingr (The Inheritance Cycle,#3)",4.03,226941,7993,10,Fantasy
448,149,Rick Warren,2002,The Purpose Driven Life: What on Earth Am I Here for?,3.9,176463,2755,16,Nonfiction
449,80,"P.C. Cast,Kristin Cast",2007,"Betrayed (House of Night,#2)",3.93,213261,4993,17,Romance
450,75,Jim Butcher,2000,"Storm Front (The Dresden Files,#1)",4.02,219442,12005,10,Fantasy
452,102,Rick Yancey,2013,"The 5th Wave (The 5th Wave,#1)",4.1,287540,26756,18,Young Adult
455,43,Emily Giffin,2005,"Something Blue (Darcy & Rachel,#2)",3.92,178529,6646,11,Fiction
457,129,Elizabeth Kostova,2005,The Historian,3.77,207529,14252,11,Fiction
458,63,Emily St. John Mandel,2014,Station Eleven,4.02,189380,24215,11,Fiction
459,132,"Fredrik Backman,Henning Koch",2012,A Man Called Ove,4.35,243440,34386,11,Fiction
460,79,Cassandra Clare,2013,"Clockwork Princess (The Infernal Devices,#3)",4.59,247984,23261,10,Fantasy
465,53,Jennifer Weiner,2002,In Her Shoes,3.78,174338,2513,11,Fiction
467,9,Junot Díaz,2007,The Brief Wondrous Life of Oscar Wao,3.89,181124,16640,11,Fiction
469,123,"Newt Scamander,J.K. Rowling,Albus Dumbledore",2001,Fantastic Beasts and Where to Find Them,3.95,209465,6523,18,Young Adult
470,129,"Malala Yousafzai,Christina Lamb",2012,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,4.06,227850,14667,16,Nonfiction
473,78,Tana French,2007,"In the Woods (Dublin Murder Squad,#1)",3.74,201721,15392,15,Mystery
474,104,Richard Dawkins,2006,The God Delusion,3.89,176774,6812,16,Nonfiction
475,8,Gayle Forman,2011,"Where She Went (If I Stay,#2)",4.06,218362,18556,18,Young Adult
480,42,Philip Pullman,2000,"The Amber Spyglass (His Dark Materials,#3)",4.06,217610,6693,10,Fantasy
482,46,Kathleen Grissom,2010,The Kitchen House,4.18,179277,15812,11,Fiction
484,84,Chuck Palahniuk,2001,Choke,3.69,162963,5328,11,Fiction
486,69,Jeanne DuPrau,2003,"The City of Ember (Book of Ember,#1)",3.85,204085,9322,18,Young Adult
491,67,"P.C. Cast,Kristin Cast",2008,"Untamed (House of Night,#4)",3.95,198350,3356,18,Young Adult
495,65,Dave Eggers,2000,A Heartbreaking Work of Staggering Genius,3.68,149779,8673,11,Fiction
500,125,Meg Cabot,2000,"The Princess Diaries (The Princess Diaries,#1)",3.76,200671,4289,18,Young Adult
502,36,"Robert Kirkman,Tony Moore",2004,"The Walking Dead,Vol. 01: Days Gone Bye",4.3,167805,3397,6,Comics
506,94,Kiera Cass,2014,"The One (The Selection,#3)",4.21,237039,21608,18,Young Adult
507,78,Suzanne Collins,2010,"The Hunger Games Trilogy Boxset (The Hunger Games,#1-3)",4.49,159760,6429,18,Young Adult
508,57,Barbara Ehrenreich,2001,Nickel and Dimed: On (Not) Getting By in America,3.6,157470,5723,16,Nonfiction
509,90,Sophie Kinsella,2008,Remember Me?,3.76,182581,6838,17,Romance
516,80,Michael Chabon,2000,The Amazing Adventures of Kavalier & Clay,4.17,156603,9326,11,Fiction
517,52,Simone Elkeles,2008,"Perfect Chemistry (Perfect Chemistry,#1)",4.07,205008,9882,17,Romance
519,78,Scott Westerfeld,2005,"Pretties (Uglies,#2)",3.85,203755,9390,18,Young Adult
521,123,Michael Connelly,2005,"The Lincoln Lawyer (Mickey Haller,#1; Harry Bosch Universe,#16)",4.14,160724,4757,15,Mystery
522,113,David Mitchell,2004,Cloud Atlas,4.01,172239,17001,11,Fiction
525,76,Lauren Oliver,2012,"Pandemonium (Delirium,#2)",4.07,191644,13876,25,Science Fiction
526,95,Jeff Lindsay,2004,"Darkly Dreaming Dexter (Dexter,#1)",3.89,157862,5656,15,Mystery
527,97,Charlaine Harris,2002,"Living Dead in Dallas (Sookie Stackhouse,#2)",3.97,209338,6388,10,Fantasy
533,102,Harper Lee,2015,Go Set a Watchman,3.31,164828,24535,11,Fiction
534,47,David Sedaris,2008,When You Are Engulfed in Flames,4.04,156976,9013,16,Nonfiction
535,89,Laini Taylor,2011,"Daughter of Smoke & Bone (Daughter of Smoke & Bone,#1)",4.04,228815,23582,10,Fantasy
536,84,Victoria Aveyard,2015,"Red Queen (Red Queen,#1)",4.08,289740,30249,10,Fantasy
537,92,Charles Duhigg,2011,The Power of Habit: Why We Do What We Do in Life and Business,4.03,170269,9515,16,Nonfiction
539,53,Colleen Hoover,2012,"Hopeless (Hopeless,#1)",4.34,207777,18984,17,Romance
541,45,Sarah Dessen,2004,The Truth About Forever,4.13,183697,7421,18,Young Adult
543,63,Richelle Mead,2010,"Last Sacrifice (Vampire Academy,#6)",4.42,217652,10312,18,Young Adult
548,75,Sara Shepard,2006,"Pretty Little Liars (Pretty Little Liars,#1)",3.9,165836,8160,18,Young Adult
550,54,Michael Pollan,2006,The Omnivore`s Dilemma: A Natural History of Four Meals,4.17,147664,11843,16,Nonfiction
551,95,Kate Atkinson,2013,Life After Life,3.74,158661,20822,11,Fiction
552,93,Nicholas Sparks,2000,The Rescue,4.1,148370,3261,17,Romance
558,88,Charlaine Harris,2004,"Dead to the World (Sookie Stackhouse,#4)",4.13,210205,5327,10,Fantasy
562,48,Brandon Sanderson,2010,"The Way of Kings (The Stormlight Archive,#1)",4.64,164477,10947,10,Fantasy
563,90,Charlaine Harris,2003,"Club Dead (Sookie Stackhouse,#3)",4.03,197558,5029,10,Fantasy
564,32,Ned Vizzini,2006,It`s Kind of a Funny Story,4.14,165713,8461,18,Young Adult
565,60,Brandon Sanderson,2007,"The Well of Ascension (Mistborn,#2)",4.35,171402,8541,10,Fantasy
566,94,Jojo Moyes,2015,"After You (Me Before You,#2)",3.7,175532,16879,11,Fiction
