title,authors,original_publication_year,average_rating,tag_id,book_id,books_count,work_ratings_count,work_text_reviews_count,tag_name
The Alchemist,"Paulo Coelho, Alan R. Clarke",1988,3.82,11,35,458,1403995,55781,fiction
"The Giver (The Giver, #1)",Lois Lowry,1993,4.12,11,36,192,1345445,54084,fiction
"The Lion, the Witch, and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,1950,4.19,10,37,474,1584884,15186,fantasy
The Time Traveler`s Wife,Audrey Niffenegger,2003,3.95,11,38,167,1308667,43382,fiction
"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,1996,4.45,11,39,101,1442220,46205,fiction
"Eat, Pray, Love",Elizabeth Gilbert,2006,3.51,16,40,185,1206597,49714,nonfiction
"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,2005,4.23,10,41,159,1411114,46006,fantasy
"The Notebook (The Notebook, #1)",Nicholas Sparks,1996,4.06,11,44,190,1076749,17279,fiction
Life of Pi,Yann Martel,2001,3.88,11,45,264,1077431,42962,fiction
Water for Elephants,Sara Gruen,2006,4.07,11,46,128,1108839,55732,fiction
The Book Thief,Markus Zusak,2005,4.36,11,47,251,1287798,93611,fiction
Fahrenheit 451,Ray Bradbury,1953,3.97,5,48,507,1176240,30694,classics
"New Moon (Twilight, #2)",Stephenie Meyer,2006,3.52,18,49,194,1199000,44020,young adult
Where the Sidewalk Ends,Shel Silverstein,1974,4.29,21,50,45,1023781,9234,poetry
"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,2007,4.12,18,51,178,1241799,51589,young adult
"Eclipse (Twilight, #3)",Stephenie Meyer,2007,3.69,18,52,185,1176642,35216,young adult
"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,2002,3.86,10,53,217,1125231,18280,fantasy
"The Hitchhiker`s Guide to the Galaxy (Hitchhiker`s Guide to the Galaxy, #1)",Douglas Adams,1979,4.2,25,54,257,1006479,20345,science fiction
"Breaking Dawn (Twilight, #4)",Stephenie Meyer,2008,3.7,10,56,183,1107709,44550,fantasy
The Secret Life of Bees,Sue Monk Kidd,2001,4.01,11,57,125,937393,26522,fiction
Charlotte`s Web,"E.B. White, Garth Williams, Rosemary Wells",1952,4.15,5,59,180,1084842,13044,classics
The Curious Incident of the Dog in the Night-Time,Mark Haddon,2003,3.85,11,60,183,915790,35796,fiction
The Girl on the Train,Paula Hawkins,2015,3.88,15,61,14,1226485,93600,mystery
"The Golden Compass (His Dark Materials, #1)",Philip Pullman,1995,3.94,10,62,287,994914,14915,fantasy
My Sister`s Keeper,Jodi Picoult,2004,4.06,11,64,125,887880,30719,fiction
Slaughterhouse-Five,Kurt Vonnegut Jr.,1969,4.06,11,65,241,891762,19646,fiction
A Thousand Splendid Suns,Khaled Hosseini,2007,4.34,11,67,197,866065,43645,fiction
The Perks of Being a Wallflower,Stephen Chbosky,1999,4.21,11,68,128,954905,47116,fiction
"Insurgent (Divergent, #2)",Veronica Roth,2012,4.07,18,69,164,947338,55873,young adult
"Ender`s Game (Ender`s Saga, #1)",Orson Scott Card,1985,4.3,25,70,224,873417,38054,science fiction
The Shining (The Shining #1),Stephen King,1977,4.17,11,72,289,830881,14936,fiction
"The Host (The Host, #1)",Stephenie Meyer,2008,3.84,25,73,161,777560,39778,science fiction
Looking for Alaska,John Green,2005,4.09,18,74,187,831285,47128,young adult
"Bridget Jones`s Diary (Bridget Jones, #1)",Helen Fielding,1996,3.75,11,75,193,754498,8157,fiction
"Holes (Holes, #1)","Louis Sachar, Louis Sachar",1998,3.93,11,77,138,764637,15832,fiction
"The Devil Wears Prada (The Devil Wears Prada, #1)",Lauren Weisberger,2003,3.7,11,78,129,679845,8024,fiction
The Glass Castle,Jeannette Walls,2005,4.24,16,81,92,637866,40777,nonfiction
Into the Wild,Jon Krakauer,1996,3.94,16,82,108,665377,17299,nonfiction
"Jurassic Park (Jurassic Park, #1)",Michael Crichton,1990,3.96,11,84,176,650483,8143,fiction
The Giving Tree,Shel Silverstein,1964,4.38,11,85,81,708287,14368,fiction
A Time to Kill,John Grisham,1989,4.03,11,86,158,608824,4239,fiction
Night (The Night Trilogy #1),"Elie Wiesel, Marion Wiesel",1958,4.3,16,87,109,707879,22001,nonfiction
Paper Towns,John Green,2008,3.88,18,88,178,655271,42717,young adult
The Princess Bride,William Goldman,1973,4.25,10,89,129,658042,15630,fantasy
The Outsiders,S.E. Hinton,1967,4.06,11,90,156,680437,22662,fiction
"The Maze Runner (Maze Runner, #1)",James Dashner,2009,4.02,18,91,147,777956,48942,young adult
"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)","Steven D. Levitt, Stephen J. Dubner",2005,3.93,16,92,124,549301,13668,nonfiction
One Hundred Years of Solitude,"Gabriel García Márquez, Gregory Rabassa",1967,4.04,5,94,555,575667,21671,classics
"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,2012,3.88,17,96,133,610116,25287,romance
"The Girl Who Played with Fire (Millennium, #2)","Stieg Larsson, Reg Keeland",2006,4.22,11,98,209,649253,31423,fiction
"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,2011,3.87,17,99,147,623340,28052,romance
The Poisonwood Bible,Barbara Kingsolver,1998,4.02,11,100,39,562787,19941,fiction
Me Talk Pretty One Day,David Sedaris,2000,3.97,16,101,59,514276,14982,nonfiction
Where the Wild Things Are,Maurice Sendak,1963,4.22,11,102,110,636061,9102,fiction
The Road,Cormac McCarthy,2006,3.95,11,104,181,555787,38980,fiction
"Allegiant (Divergent, #3)",Veronica Roth,2013,3.63,18,105,153,663226,62536,young adult
Bossypants,Tina Fey,2011,3.94,16,106,48,609260,35142,nonfiction
A Walk to Remember,Nicholas Sparks,1999,4.15,11,107,131,559581,11071,fiction
"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,2000,3.61,11,108,144,558004,11170,fiction
"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,1998,4.4,10,110,202,606765,20325,fantasy
The Memory Keeper`s Daughter,Kim Edwards,2005,3.64,11,111,98,510582,18027,fiction
"Me Before You (Me Before You, #1)",Jojo Moyes,2012,4.27,11,112,168,741133,71412,fiction
Catch-22,Joseph Heller,1961,3.98,11,113,251,582515,13734,fiction
Tuesdays with Morrie,"Mitch Albom, Saulius Dagys",1997,4.06,16,114,172,584397,19272,nonfiction
Middlesex,Jeffrey Eugenides,2002,3.98,11,115,125,507998,20880,fiction
"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",Madeleine L`Engle,1962,4.04,10,117,165,650094,19413,fantasy
The Joy Luck Club,Amy Tan,1989,3.9,11,118,126,525243,6708,fiction
The Handmaid`s Tale,Margaret Atwood,1985,4.06,11,119,236,683564,35925,fiction
"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,2001,3.75,18,120,93,536604,6477,young adult
Lolita,"Vladimir Nabokov, Craig Raine",1955,3.88,11,121,370,517990,18107,fiction
"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)","Gregory Maguire, Douglas Smith",1995,3.52,10,122,80,525498,22926,fantasy
"The Firm (Penguin Readers, Level 5)",John Grisham,1991,3.99,11,123,11,488355,3139,fiction
Room,Emma Donoghue,2010,4.03,11,124,151,556327,42254,fiction
Dune (Dune Chronicles #1),Frank Herbert,1965,4.19,25,126,241,525976,13239,science fiction
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,2000,3.92,16,127,100,499066,10895,nonfiction
Steve Jobs,Walter Isaacson,2011,4.09,3,128,190,579256,15198,biography
One Flew Over the Cuckoo`s Nest,Ken Kesey,1962,4.18,5,129,275,514458,7855,classics
The Old Man and the Sea,Ernest Hemingway,1952,3.73,5,130,666,574328,16716,classics
The Five People You Meet in Heaven,Mitch Albom,2003,3.9,11,132,123,474699,16682,fiction
"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,2009,4.34,10,134,122,630560,22736,fantasy
"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,2000,4.54,10,135,175,527644,19497,fantasy
Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,1996,3.79,11,136,75,470508,3867,fiction
"Outlander (Outlander, #1)",Diana Gabaldon,1991,4.2,12,137,189,578842,36707,historical
"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",Ransom Riggs,2011,3.89,10,139,155,672222,53569,fantasy
"The Girl Who Kicked the Hornet`s Nest (Millennium, #3)","Stieg Larsson, Reg Keeland",2007,4.2,11,140,193,526791,26766,fiction
The Martian,Andy Weir,2012,4.39,10,141,148,529702,61298,fantasy
"The Pillars of the Earth (The Kingsbridge Series, #1)",Ken Follett,1989,4.29,11,142,255,495893,26283,fiction
All the Light We Cannot See,Anthony Doerr,2014,4.31,11,143,139,547827,53413,fiction
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,2010,4.4,16,144,16,528552,41572,nonfiction
Deception Point,Dan Brown,2001,3.67,11,145,180,479733,7798,fiction
The Goldfinch,Donna Tartt,2013,3.87,11,146,108,463847,44631,fiction
Thirteen Reasons Why,Jay Asher,2007,4.02,11,147,150,571281,43467,fiction
Girl with a Pearl Earring,Tracy Chevalier,1999,3.85,11,148,169,492177,8011,fiction
"If I Stay (If I Stay, #1)",Gayle Forman,2009,3.96,18,149,130,567087,34959,young adult
The Red Tent,Anita Diamant,1997,4.16,11,150,80,449217,17234,fiction
"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,2006,4.23,10,151,121,550512,20097,fantasy
Dear John,Nicholas Sparks,2006,4.01,17,152,111,454781,10626,romance
"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,2008,4.21,10,153,125,586008,23643,fantasy
"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,1954,4.42,10,155,453,532209,6980,fantasy
"Something Borrowed (Darcy & Rachel, #1)",Emily Giffin,2004,3.83,17,156,65,435189,11567,romance
Green Eggs and Ham,"Dr. Seuss, לאה נאור",1960,4.29,11,157,72,461041,7370,fiction
"Charlie and the Chocolate Factory (Charlie Bucket, #1)","Roald Dahl, Quentin Blake",1964,4.1,11,158,338,494747,8473,fiction
"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,2008,4.39,10,159,92,537708,14098,fantasy
"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,1955,4.51,10,161,470,510537,6644,fantasy
"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,2010,4.35,10,163,72,489495,17107,fantasy
Eleanor & Park,Rainbow Rowell,2013,4.11,18,164,103,579753,53005,young adult
"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,2005,4.1,10,165,176,481130,18876,fantasy
"Matched (Matched, #1)",Ally Condie,2010,3.68,18,166,84,530680,30226,young adult
"American Gods (American Gods, #1)",Neil Gaiman,2001,4.11,10,167,196,518343,27587,fantasy
The Stand,"Stephen King, Bernie Wrightson",1978,4.34,31,168,195,469953,13808,horror
The Last Song,Nicholas Sparks,2008,4.14,17,169,95,438429,11051,romance
Digital Fortress,Dan Brown,1998,3.6,11,170,185,447503,7538,fiction
A Clockwork Orange,Anthony Burgess,1962,3.98,11,173,283,454391,9958,fiction
The Shack,William Paul Young,2007,3.74,11,174,134,438292,29377,fiction
"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,2009,4.5,10,175,87,499510,17693,fantasy
It,Stephen King,1986,4.18,31,176,7,479381,11698,horror
The Bell Jar,Sylvia Plath,1963,3.98,5,178,246,442157,15963,classics
"Angela`s Ashes (Frank McCourt, #1)",Frank McCourt,1996,4.07,16,179,184,419746,9798,nonfiction
In Cold Blood,Truman Capote,1965,4.05,16,181,223,401839,11754,nonfiction
"Beautiful Creatures (Caster Chronicles, #1)","Kami Garcia, Margaret Stohl",2009,3.76,10,182,119,458518,20808,fantasy
"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,2010,4.33,10,183,103,515759,24385,fantasy
Matilda,"Roald Dahl, Quentin Blake",1988,4.29,18,184,242,463491,11053,young adult
The Night Circus,Erin Morgenstern,2011,4.03,10,185,119,474826,54008,fantasy
"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,2001,4.04,11,186,111,399223,15846,fiction
"Uglies (Uglies, #1)",Scott Westerfeld,2005,3.86,18,187,98,464589,21234,young adult
"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,2011,4.31,10,188,115,424618,20072,fantasy
"The Lord of the Rings (The Lord of the Rings, #1-3)",J.R.R. Tolkien,1955,4.47,10,189,380,436346,9365,fantasy
Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,2012,3.96,16,190,101,420903,34444,nonfiction
Watchmen,"Alan Moore, Dave Gibbons, John Higgins",1987,4.35,11,191,90,409323,10851,fiction
"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,2007,4.55,10,192,123,449372,28631,fantasy
Outliers: The Story of Success,Malcolm Gladwell,2008,4.11,16,193,120,369126,19383,nonfiction
The Guernsey Literary and Potato Peel Pie Society,"Mary Ann Shaffer, Annie Barrows",2008,4.12,11,195,116,423672,39853,fiction
Fight Club,Chuck Palahniuk,1996,4.2,11,196,162,388654,11176,fiction
"Dead Until Dark (Sookie Stackhouse, #1)",Charlaine Harris,2001,3.96,10,197,109,444824,16818,fantasy
The Color Purple,Alice Walker,1982,4.17,11,198,155,400965,9485,fiction
Marley and Me: Life and Love With the World`s Worst Dog,John Grogan,2005,4.12,16,199,119,379348,13407,nonfiction
"The Lost Symbol (Robert Langdon, #3)",Dan Brown,2009,3.66,11,201,208,404982,24199,fiction
"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,2009,4,18,202,91,461802,21871,young adult
"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,2011,4.15,17,203,85,442696,25298,romance
"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,1976,3.97,10,205,189,393941,7951,fantasy
"The Selection (The Selection, #1)",Kiera Cass,2012,4.15,18,206,93,539091,35681,young adult
"One for the Money (Stephanie Plum, #1)",Janet Evanovich,1994,4.03,15,207,109,403315,13050,mystery
The Immortal Life of Henrietta Lacks,Rebecca Skloot,2010,4.04,16,208,66,404440,28624,nonfiction
"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas Harris,1988,4.14,31,209,187,366112,3866,horror
"Vampire Academy (Vampire Academy, #1)",Richelle Mead,2007,4.14,10,210,132,455151,19720,fantasy
Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,2005,3.89,16,211,116,360338,12215,nonfiction
Atonement,Ian McEwan,2001,3.88,11,212,155,365658,14815,fiction
"The Titan`s Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,2007,4.33,10,214,94,486262,15418,fantasy
Ready Player One,Ernest Cline,2011,4.31,25,215,112,421819,52120,science fiction
The Art of Racing in the Rain,Garth Stein,2006,4.19,11,216,90,354319,32021,fiction
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America","Erik Larson, Tony Goldwyn",2003,3.98,16,217,70,350607,25846,nonfiction
"Bared to You (Crossfire, #1)",Sylvia Day,2012,4.19,17,218,96,386136,16748,romance
"The Chronicles of Narnia (Chronicles of Narnia, #1-7)","C.S. Lewis, Pauline Baynes",1956,4.24,10,219,270,401676,8871,fantasy
"A Child Called ""It"" (Dave Pelzer #1)",Dave Pelzer,1995,4.08,16,221,74,321298,13729,nonfiction
"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,1980,3.98,11,222,143,336212,3899,fiction
"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,2001,3.82,10,223,163,399165,8384,fantasy
"Fallen (Fallen, #1)",Lauren Kate,2009,3.74,18,224,97,408108,17725,young adult
East of Eden,John Steinbeck,1952,4.35,5,225,81,336682,14454,classics
Dark Places,Gillian Flynn,2009,3.92,15,226,131,386607,28784,mystery
The Client,John Grisham,1993,3.97,11,227,134,325663,1917,fiction
"The Nanny Diaries (Nanny, #1)","Emma McLaughlin, Nicola Kraus",2002,3.4,11,228,84,328073,5121,fiction
Sarah`s Key,Tatiana de Rosnay,2007,4.14,11,231,117,347631,26614,fiction
"The Gunslinger (The Dark Tower, #1)",Stephen King,1982,3.99,10,232,213,366377,13014,fantasy
Love in the Time of Cholera,"Gabriel García Márquez, Edith Grossman",1985,3.89,11,233,347,323461,15246,fiction
Speak,Laurie Halse Anderson,1999,4,18,234,87,372404,18379,young adult
The Husband`s Secret,Liane Moriarty,2013,3.92,11,235,95,351805,27610,fiction
Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,1997,4.11,16,236,101,301593,10439,nonfiction
Carrie,Stephen King,1974,3.93,31,237,249,377650,8264,horror
Running with Scissors,Augusten Burroughs,2002,3.7,16,238,79,306388,11601,nonfiction
World War Z: An Oral History of the Zombie War,Max Brooks,2006,4.01,31,239,137,345149,22412,horror
"Inferno (Robert Langdon, #4)",Dan Brown,2013,3.8,11,240,235,345560,33700,fiction
Number the Stars,Lois Lowry,1989,4.11,11,241,81,342365,10304,fiction
"Along Came a Spider (Alex Cross, #1)",James Patterson,1993,4.08,15,242,122,318031,3600,mystery
Misery,Stephen King,1987,4.11,31,243,197,352203,6416,horror
Sharp Objects,Gillian Flynn,2006,3.92,15,244,136,354838,28268,mystery
Bridge to Terabithia,Katherine Paterson,1977,3.98,11,245,125,353474,9270,fiction
"Marked (House of Night, #1)","P.C. Cast, Kristin Cast",2007,3.79,18,246,97,371020,12870,young adult
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,1989,4.05,16,247,250,333884,6148,nonfiction
Extremely Loud and Incredibly Close,Jonathan Safran Foer,2005,3.97,11,249,104,319116,21107,fiction
Wonder,R.J. Palacio,2012,4.43,11,250,124,377791,43021,fiction
The Cat in the Hat,Dr. Seuss,1957,4.15,11,251,99,317182,4299,fiction
"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,2012,4.15,18,252,92,454146,41109,young adult
"The Cuckoo`s Calling (Cormoran Strike, #1)","Robert Galbraith, J.K. Rowling",2013,3.83,15,253,48,340495,27258,mystery
"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,2009,3.78,17,254,96,370811,20521,romance
Atlas Shrugged,"Ayn Rand, Leonard Peikoff",1957,3.68,11,255,147,296645,14666,fiction
Three Cups of Tea: One Man`s Mission to Promote Peace ... One School at a Time,"Greg Mortenson, David Oliver Relin",2006,3.64,16,256,67,288520,21681,nonfiction
"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)","Carlos Ruiz Zafón, Lucia Graves",2001,4.24,11,258,279,317554,24652,fiction
"The Scorch Trials (Maze Runner, #2)",James Dashner,2010,3.93,18,259,107,346307,23058,young adult
Under the Tuscan Sun,Frances Mayes,1996,3.72,16,261,59,281836,3074,nonfiction
Big Little Lies,Liane Moriarty,2014,4.2,15,262,107,371433,30120,mystery
Ella Enchanted,Gail Carson Levine,1997,3.97,10,263,61,345749,8534,fantasy
"Kiss the Girls (Alex Cross, #2)",James Patterson,1995,3.93,15,266,111,279116,2798,mystery
The Nightingale,Kristin Hannah,2015,4.54,11,267,90,327015,37279,fiction
Never Let Me Go,Kazuo Ishiguro,2005,3.8,11,268,159,323627,21927,fiction
P.S. I Love You,Cecelia Ahern,2003,4.01,17,269,17,283413,7069,romance
Flowers for Algernon,Daniel Keyes,1966,4.07,11,271,163,336199,11328,fiction
Like Water for Chocolate,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989,3.94,11,272,177,285469,6559,fiction
Snow Flower and the Secret Fan,Lisa See,2005,4.05,11,273,105,290660,15807,fiction
The Godfather,"Mario Puzo, Robert Thompson, Peter Bart",1969,4.36,11,274,259,270386,5832,fiction
An Abundance of Katherines,John Green,2006,3.63,18,275,116,347424,20657,young adult
Foundation (Foundation #1),Isaac Asimov,1951,4.13,25,276,169,297588,6240,science fiction
The Ocean at the End of the Lane,Neil Gaiman,2013,3.99,11,277,109,336251,37655,fiction
A Light in the Attic,Shel Silverstein,1981,4.34,21,278,32,304514,2431,poetry
"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)","John Tiffany, Jack Thorne, J.K. Rowling",2016,3.75,10,279,95,397773,53365,fantasy
"Delirium (Delirium, #1)",Lauren Oliver,2011,3.99,17,280,108,352398,24271,romance
The Pelican Brief,John Grisham,1992,3.95,15,281,145,296168,2006,mystery
Coraline,Neil Gaiman,2002,4.03,10,282,153,343630,13905,fantasy
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Terry Pratchett, Neil Gaiman",1990,4.25,10,283,114,326373,13914,fantasy
On the Road,Jack Kerouac,1955,3.64,5,284,312,277884,12011,classics
"The Rosie Project (Don Tillman, #1)",Graeme Simsion,2013,4.01,11,285,122,305509,31155,fiction
The Lucky One,Nicholas Sparks,2008,4.1,17,286,99,281323,9476,romance
"The Hunt for Red October (Jack Ryan Universe, #4)",Tom Clancy,1984,4.01,11,288,117,278255,2117,fiction
"Watership Down (Watership Down, #1)",Richard Adams,1972,4.05,5,289,193,308373,10399,classics
Is Everyone Hanging Out Without Me? (And Other Concerns),Mindy Kaling,2011,3.84,16,290,18,312931,19397,nonfiction
Cutting for Stone,Abraham Verghese,2009,4.28,11,291,74,281079,23146,fiction
"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)","C.S. Lewis, Pauline Baynes",1951,4.08,5,292,299,325264,4620,classics
"The Son of Neptune (The Heroes of Olympus, #2)",Rick Riordan,2011,4.44,10,294,69,316800,12270,fantasy
11/22/63,Stephen King,2011,4.29,11,295,145,303057,30656,fiction
The Very Hungry Caterpillar Board Book,Eric Carle,1969,4.29,11,296,162,304528,5760,fiction
Cat`s Cradle,Kurt Vonnegut Jr.,1963,4.18,11,297,155,274153,8050,fiction
Heaven is for Real: A Little Boy`s Astounding Story of His Trip to Heaven and Back,"Todd Burpo, Lynn Vincent",2010,4.01,16,299,69,243018,14378,nonfiction
The Boy in the Striped Pajamas,John Boyne,2006,4.1,11,300,178,325401,19058,fiction
Safe Haven,Nicholas Sparks,2010,4.19,17,302,117,274974,12769,romance
"The Secret (The Secret, #1)",Rhonda Byrne,2006,3.62,16,303,113,250945,9663,nonfiction
I Know This Much Is True,Wally Lamb,1998,4.17,11,304,52,257608,7775,fiction
Pet Sematary,Stephen King,1983,3.91,31,305,198,293753,5430,horror
She`s Come Undone,Wally Lamb,1992,3.84,11,306,61,268924,9090,fiction
"The Wise Man`s Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,2011,4.57,10,307,102,282349,15503,fantasy
Can You Keep a Secret?,Sophie Kinsella,2003,3.83,17,308,94,293801,9510,romance
"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,2011,4.16,10,309,96,373167,18870,fantasy
"Good in Bed (Cannie Shapiro, #1)",Jennifer Weiner,2001,3.7,11,310,71,252305,5500,fiction
The Thorn Birds,Colleen McCullough,1977,4.22,11,311,201,266826,4556,fiction
The Graveyard Book,"Neil Gaiman, Dave McKean",2008,4.12,10,312,129,325451,23840,fantasy
The Light Between Oceans,M.L. Stedman,2012,4,11,313,113,288434,29932,fiction
"Inkheart (Inkworld, #1)","Cornelia Funke, Anthea Bell",2003,3.86,10,314,134,301414,10384,fantasy
Who Moved My Cheese?,"Spencer Johnson, Kenneth H. Blanchard",1998,3.74,16,315,128,253134,7877,nonfiction
A Walk in the Woods,Bill Bryson,1997,4.05,16,316,95,264449,14422,nonfiction
I Know Why the Caged Bird Sings,Maya Angelou,1969,4.19,16,317,107,284448,6666,nonfiction
Orphan Train,Christina Baker Kline,2013,4.14,11,318,65,263968,24700,fiction
"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,2012,4.3,10,319,101,327869,16639,fantasy
"Where`d You Go, Bernadette",Maria Semple,2012,3.9,11,320,78,268153,28973,fiction
Where the Red Fern Grows,Wilson Rawls,1961,4.04,11,321,69,280179,8725,fiction
Neverwhere,Neil Gaiman,1996,4.18,10,322,152,301740,15680,fantasy
The Unbearable Lightness of Being,"Milan Kundera, Michael Henry Heim",1984,4.08,11,323,274,247980,10682,fiction
Fangirl,Rainbow Rowell,2013,4.12,18,324,80,371730,39353,young adult
A Prayer for Owen Meany,John Irving,1989,4.22,11,325,138,246452,11197,fiction
White Oleander,Janet Fitch,1999,3.93,11,326,96,254276,5960,fiction
"Legend (Legend, #1)",Marie Lu,2011,4.19,11,327,91,318472,23487,fiction
Nineteen Minutes,Jodi Picoult,2007,4.1,11,328,84,251693,14004,fiction
The Last Lecture,"Randy Pausch, Jeffrey Zaslow",2008,4.25,16,329,111,248143,14988,nonfiction
