book_id,books_count,authors,original_publication_year,title,average_rating,work_ratings_count,work_text_reviews_count,tag_id,tag_name,ranking
252,92,Marissa Meyer,2012,"Cinder (The Lunar Chronicles,#1)",4.15,454146,41109,18,Young Adult,88
253,48,"Robert Galbraith,J.K. Rowling",2013,"The Cuckoo`s Calling (Cormoran Strike,#1)",3.83,340495,27258,15,Mystery,128
254,96,Maggie Stiefvater,2009,"Shiver (The Wolves of Mercy Falls,#1)",3.78,370811,20521,17,Romance,113
256,67,"Greg Mortenson,David Oliver Relin",2006,Three Cups of Tea: One Man`s Mission to Promote Peace ... One School at a Time,3.64,288520,21681,16,Nonfiction,154
258,279,"Carlos Ruiz Zafón,Lucia Graves",2001,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",4.24,317554,24652,11,Fiction,141
259,107,James Dashner,2010,"The Scorch Trials (Maze Runner,#2)",3.93,346307,23058,18,Young Adult,124
262,107,Liane Moriarty,2014,Big Little Lies,4.2,371433,30120,15,Mystery,111
267,90,Kristin Hannah,2015,The Nightingale,4.54,327015,37279,11,Fiction,134
268,159,Kazuo Ishiguro,2005,Never Let Me Go,3.8,323627,21927,11,Fiction,137
269,17,Cecelia Ahern,2003,P.S. I Love You,4.01,283413,7069,17,Romance,158
273,105,Lisa See,2005,Snow Flower and the Secret Fan,4.05,290660,15807,11,Fiction,152
275,116,John Green,2006,An Abundance of Katherines,3.63,347424,20657,18,Young Adult,123
277,109,Neil Gaiman,2013,The Ocean at the End of the Lane,3.99,336251,37655,11,Fiction,129
279,95,"John Tiffany,Jack Thorne,J.K. Rowling",2016,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter,#8)",3.75,397773,53365,10,Fantasy,104
280,108,Lauren Oliver,2011,"Delirium (Delirium,#1)",3.99,352398,24271,17,Romance,119
282,153,Neil Gaiman,2002,Coraline,4.03,343630,13905,10,Fantasy,127
285,122,Graeme Simsion,2013,"The Rosie Project (Don Tillman,#1)",4.01,305509,31155,11,Fiction,145
286,99,Nicholas Sparks,2008,The Lucky One,4.1,281323,9476,17,Romance,160
290,18,Mindy Kaling,2011,Is Everyone Hanging Out Without Me? (And Other Concerns),3.84,312931,19397,16,Nonfiction,143
291,74,Abraham Verghese,2009,Cutting for Stone,4.28,281079,23146,11,Fiction,161
294,69,Rick Riordan,2011,"The Son of Neptune (The Heroes of Olympus,#2)",4.44,316800,12270,10,Fantasy,142
295,145,Stephen King,2011,11/22/63,4.29,303057,30656,11,Fiction,146
299,69,"Todd Burpo,Lynn Vincent",2010,Heaven is for Real: A Little Boy`s Astounding Story of His Trip to Heaven and Back,4.01,243018,14378,16,Nonfiction,187
300,178,John Boyne,2006,The Boy in the Striped Pajamas,4.1,325401,19058,11,Fiction,136
302,117,Nicholas Sparks,2010,Safe Haven,4.19,274974,12769,17,Romance,163
303,113,Rhonda Byrne,2006,"The Secret (The Secret,#1)",3.62,250945,9663,16,Nonfiction,178
307,102,Patrick Rothfuss,2011,"The Wise Man`s Fear (The Kingkiller Chronicle,#2)",4.57,282349,15503,10,Fantasy,159
308,94,Sophie Kinsella,2003,Can You Keep a Secret?,3.83,293801,9510,17,Romance,150
309,96,Cassandra Clare,2011,"City of Fallen Angels (The Mortal Instruments,#4)",4.16,373167,18870,10,Fantasy,109
310,71,Jennifer Weiner,2001,"Good in Bed (Cannie Shapiro,#1)",3.7,252305,5500,11,Fiction,176
312,129,"Neil Gaiman,Dave McKean",2008,The Graveyard Book,4.12,325451,23840,10,Fantasy,135
313,113,M.L. Stedman,2012,The Light Between Oceans,4,288434,29932,11,Fiction,155
314,134,"Cornelia Funke,Anthea Bell",2003,"Inkheart (Inkworld,#1)",3.86,301414,10384,10,Fantasy,147
318,65,Christina Baker Kline,2013,Orphan Train,4.14,263968,24700,11,Fiction,171
319,101,Cassandra Clare,2012,"City of Lost Souls (The Mortal Instruments,#5)",4.3,327869,16639,10,Fantasy,132
320,78,Maria Semple,2012,"Where`d You Go,Bernadette",3.9,268153,28973,11,Fiction,169
324,80,Rainbow Rowell,2013,Fangirl,4.12,371730,39353,18,Young Adult,110
327,91,Marie Lu,2011,"Legend (Legend,#1)",4.19,318472,23487,11,Fiction,140
328,84,Jodi Picoult,2007,Nineteen Minutes,4.1,251693,14004,11,Fiction,177
329,111,"Randy Pausch,Jeffrey Zaslow",2008,The Last Lecture,4.25,248143,14988,16,Nonfiction,180
333,107,Lisa Genova,2007,Still Alice,4.3,245071,24112,11,Fiction,184
334,81,Sylvia Day,2012,"Reflected in You (Crossfire,#2)",4.33,267608,9817,17,Romance,170
336,107,James Patterson,2001,"1st to Die (Women`s Murder Club,#1)",4.05,242428,5039,15,Mystery,189
338,129,David Nicholls,2009,One Day,3.77,247052,15937,11,Fiction,182
340,38,Pittacus Lore,2010,"I Am Number Four (Lorien Legacies,#1)",3.94,270195,14101,18,Young Adult,166
342,139,J.K. Rowling,2012,The Casual Vacancy,3.28,254461,28751,11,Fiction,174
345,163,Christopher Paolini,2005,"Eldest (The Inheritance Cycle,#2)",3.96,274059,8284,10,Fantasy,165
348,77,E. Lockhart,2014,We Were Liars,3.85,298780,36910,11,Fiction,148
351,99,Cassandra Clare,2011,"Clockwork Prince (The Infernal Devices,#2)",4.46,328019,17854,10,Fantasy,131
352,29,Amy Poehler,2014,Yes Please,3.81,274223,20301,16,Nonfiction,164
355,87,Kristin Cashore,2008,"Graceling (Graceling Realm,#1)",4.1,296630,19081,10,Fantasy,149
359,135,Khaled Hosseini,2012,And the Mountains Echoed,4.03,229116,24084,11,Fiction,197
363,79,Stephanie Perkins,2010,"Anna and the French Kiss (Anna and the French Kiss,#1)",4.08,285344,26153,18,Young Adult,157
366,38,David McCullough,2001,John Adams,4.05,220127,5334,12,History,203
367,82,Dean Koontz,2003,"Odd Thomas (Odd Thomas,#1)",3.94,213895,6357,31,Horror,208
369,85,Jerry Spinelli,2000,"Stargirl (Stargirl,#1)",3.74,245315,11717,18,Young Adult,183
370,76,Rick Riordan,2010,"The Red Pyramid (Kane Chronicles,#1)",4.06,242889,10914,10,Fantasy,188
372,55,David Sedaris,2004,Dress Your Family in Corduroy and Denim,4.08,204247,5776,16,Nonfiction,224
374,155,Bill Bryson,2003,A Short History of Nearly Everything,4.19,206367,9065,12,History,221
376,88,James Dashner,2011,"The Death Cure (Maze Runner,#3)",3.77,257184,19975,18,Young Adult,173
378,93,Jhumpa Lahiri,2003,The Namesake,3.96,192903,9824,11,Fiction,240
379,99,Deborah Harkness,2011,"A Discovery of Witches (All Souls Trilogy,#1)",3.99,249735,25179,10,Fantasy,179
382,86,"John Green,David Levithan",2010,"Will Grayson,Will Grayson",3.84,254305,15782,18,Young Adult,175
383,69,James Frey,2003,A Million Little Pieces,3.62,189931,10857,16,Nonfiction,243
384,93,Richelle Mead,2008,"Frostbite (Vampire Academy,#2)",4.3,270065,10056,18,Young Adult,167
385,86,Susan Cain,2012,Quiet: The Power of Introverts in a World That Can`t Stop Talking,4.04,221729,17573,16,Nonfiction,202
389,75,Brandon Sanderson,2006,"The Final Empire (Mistborn,#1)",4.43,238993,16276,10,Fantasy,190
392,115,Jeff Kinney,2004,"Diary of a Wimpy Kid (Diary of a Wimpy Kid,#1)",3.96,263269,13337,11,Fiction,172
393,73,Sarah J. Maas,2012,"Throne of Glass (Throne of Glass,#1)",4.24,327865,29145,18,Young Adult,133
394,88,Richelle Mead,2008,"Shadow Kiss (Vampire Academy,#3)",4.37,278963,10074,18,Young Adult,162
396,69,Jamie Ford,2009,Hotel on the Corner of Bitter and Sweet,3.98,211336,18120,11,Fiction,212
398,61,Eric Schlosser,2001,Fast Food Nation: The Dark Side of the All-American Meal,3.73,183361,5063,16,Nonfiction,251
399,131,J.K. Rowling,2007,The Tales of Beedle the Bard,4.06,319107,11330,10,Fantasy,139
404,76,William Landay,2012,Defending Jacob,3.97,202066,17681,11,Fiction,228
407,77,Ann Patchett,2001,Bel Canto,3.92,200256,12134,11,Fiction,233
411,99,Sophie Kinsella,2005,The Undomestic Goddess,3.82,209361,6772,17,Romance,215
414,82,Chris Cleave,2008,Little Bee,3.7,197953,19680,11,Fiction,235
415,78,Alyson Noel,2009,"Evermore (The Immortals,#1)",3.59,235704,9228,18,Young Adult,193
417,137,Diane Setterfield,2006,The Thirteenth Tale,3.95,228602,19432,11,Fiction,199
418,71,Richelle Mead,2010,"Spirit Bound (Vampire Academy,#5)",4.37,235076,8030,10,Fantasy,194
419,76,Richelle Mead,2009,"Blood Promise (Vampire Academy,#4)",4.35,244376,8782,18,Young Adult,185
421,77,Paula McLain,2011,The Paris Wife,3.79,207590,18836,11,Fiction,219
423,84,Kiera Cass,2013,"The Elite (The Selection,#2)",4.02,269816,21810,18,Young Adult,168
428,65,Rick Riordan,2012,"The Mark of Athena (The Heroes of Olympus,#3)",4.47,293586,13332,10,Fantasy,151
430,157,"Haruki Murakami,Philip Gabriel",2002,Kafka on the Shore,4.13,195365,13279,11,Fiction,238
433,73,J.R. Ward,2005,"Dark Lover (Black Dagger Brotherhood,#1)",4.21,238633,10769,17,Romance,191
434,73,Becca Fitzpatrick,2010,"Crescendo (Hush,Hush,#2)",4.07,234040,10041,18,Young Adult,195
435,82,Lauren Oliver,2010,Before I Fall,3.92,232559,17705,18,Young Adult,196
437,63,Sue Monk Kidd,2014,The Invention of Wings,4.23,193774,19518,11,Fiction,239
438,68,Liane Moriarty,2009,What Alice Forgot,4.05,205778,17382,11,Fiction,222
440,140,Ken Follett,2010,"Fall of Giants (The Century Trilogy,#1)",4.26,190478,11859,11,Fiction,242
441,110,Stephen King,2009,Under the Dome,3.89,201322,13086,31,Horror,230
443,61,Sarah Dessen,2006,Just Listen,4.06,207930,7319,18,Young Adult,217
445,150,S.J. Watson,2011,Before I Go to Sleep,3.87,213136,19206,28,Thriller,210
447,143,Christopher Paolini,2008,"Brisingr (The Inheritance Cycle,#3)",4.03,226941,7993,10,Fantasy,201
448,149,Rick Warren,2002,The Purpose Driven Life: What on Earth Am I Here for?,3.9,176463,2755,16,Nonfiction,263
449,80,"P.C. Cast,Kristin Cast",2007,"Betrayed (House of Night,#2)",3.93,213261,4993,17,Romance,209
450,75,Jim Butcher,2000,"Storm Front (The Dresden Files,#1)",4.02,219442,12005,10,Fantasy,204
452,102,Rick Yancey,2013,"The 5th Wave (The 5th Wave,#1)",4.1,287540,26756,18,Young Adult,156
455,43,Emily Giffin,2005,"Something Blue (Darcy & Rachel,#2)",3.92,178529,6646,11,Fiction,260
457,129,Elizabeth Kostova,2005,The Historian,3.77,207529,14252,11,Fiction,220
458,63,Emily St. John Mandel,2014,Station Eleven,4.02,189380,24215,11,Fiction,245
459,132,"Fredrik Backman,Henning Koch",2012,A Man Called Ove,4.35,243440,34386,11,Fiction,186
460,79,Cassandra Clare,2013,"Clockwork Princess (The Infernal Devices,#3)",4.59,247984,23261,10,Fantasy,181
465,53,Jennifer Weiner,2002,In Her Shoes,3.78,174338,2513,11,Fiction,268
467,9,Junot Díaz,2007,The Brief Wondrous Life of Oscar Wao,3.89,181124,16640,11,Fiction,256
469,123,"Newt Scamander,J.K. Rowling,Albus Dumbledore",2001,Fantastic Beasts and Where to Find Them,3.95,209465,6523,18,Young Adult,214
470,129,"Malala Yousafzai,Christina Lamb",2012,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,4.06,227850,14667,16,Nonfiction,200
473,78,Tana French,2007,"In the Woods (Dublin Murder Squad,#1)",3.74,201721,15392,15,Mystery,229
474,104,Richard Dawkins,2006,The God Delusion,3.89,176774,6812,16,Nonfiction,262
475,8,Gayle Forman,2011,"Where She Went (If I Stay,#2)",4.06,218362,18556,18,Young Adult,205
480,42,Philip Pullman,2000,"The Amber Spyglass (His Dark Materials,#3)",4.06,217610,6693,10,Fantasy,207
482,46,Kathleen Grissom,2010,The Kitchen House,4.18,179277,15812,11,Fiction,258
484,84,Chuck Palahniuk,2001,Choke,3.69,162963,5328,11,Fiction,284
486,69,Jeanne DuPrau,2003,"The City of Ember (Book of Ember,#1)",3.85,204085,9322,18,Young Adult,225
491,67,"P.C. Cast,Kristin Cast",2008,"Untamed (House of Night,#4)",3.95,198350,3356,18,Young Adult,234
495,65,Dave Eggers,2000,A Heartbreaking Work of Staggering Genius,3.68,149779,8673,11,Fiction,316
500,125,Meg Cabot,2000,"The Princess Diaries (The Princess Diaries,#1)",3.76,200671,4289,18,Young Adult,231
502,36,"Robert Kirkman,Tony Moore",2004,"The Walking Dead,Vol. 01: Days Gone Bye",4.3,167805,3397,6,Comics,275
506,94,Kiera Cass,2014,"The One (The Selection,#3)",4.21,237039,21608,18,Young Adult,192
507,78,Suzanne Collins,2010,"The Hunger Games Trilogy Boxset (The Hunger Games,#1-3)",4.49,159760,6429,18,Young Adult,291
508,57,Barbara Ehrenreich,2001,Nickel and Dimed: On (Not) Getting By in America,3.6,157470,5723,16,Nonfiction,299
509,90,Sophie Kinsella,2008,Remember Me?,3.76,182581,6838,17,Romance,253
516,80,Michael Chabon,2000,The Amazing Adventures of Kavalier & Clay,4.17,156603,9326,11,Fiction,304
517,52,Simone Elkeles,2008,"Perfect Chemistry (Perfect Chemistry,#1)",4.07,205008,9882,17,Romance,223
519,78,Scott Westerfeld,2005,"Pretties (Uglies,#2)",3.85,203755,9390,18,Young Adult,226
521,123,Michael Connelly,2005,"The Lincoln Lawyer (Mickey Haller,#1; Harry Bosch Universe,#16)",4.14,160724,4757,15,Mystery,288
522,113,David Mitchell,2004,Cloud Atlas,4.01,172239,17001,11,Fiction,271
525,76,Lauren Oliver,2012,"Pandemonium (Delirium,#2)",4.07,191644,13876,25,Science Fiction,241
526,95,Jeff Lindsay,2004,"Darkly Dreaming Dexter (Dexter,#1)",3.89,157862,5656,15,Mystery,297
527,97,Charlaine Harris,2002,"Living Dead in Dallas (Sookie Stackhouse,#2)",3.97,209338,6388,10,Fantasy,216
533,102,Harper Lee,2015,Go Set a Watchman,3.31,164828,24535,11,Fiction,281
534,47,David Sedaris,2008,When You Are Engulfed in Flames,4.04,156976,9013,16,Nonfiction,302
535,89,Laini Taylor,2011,"Daughter of Smoke & Bone (Daughter of Smoke & Bone,#1)",4.04,228815,23582,10,Fantasy,198
536,84,Victoria Aveyard,2015,"Red Queen (Red Queen,#1)",4.08,289740,30249,10,Fantasy,153
537,92,Charles Duhigg,2011,The Power of Habit: Why We Do What We Do in Life and Business,4.03,170269,9515,16,Nonfiction,274
539,53,Colleen Hoover,2012,"Hopeless (Hopeless,#1)",4.34,207777,18984,17,Romance,218
541,45,Sarah Dessen,2004,The Truth About Forever,4.13,183697,7421,18,Young Adult,250
543,63,Richelle Mead,2010,"Last Sacrifice (Vampire Academy,#6)",4.42,217652,10312,18,Young Adult,206
