book_id,books_count,authors,original_publication_year,title,average_rating,work_ratings_count,work_text_reviews_count,tag_id,tag_name,ranking
47,251,Markus Zusak,2005,The Book Thief,4.36,1287798,93611,11,Fiction,33
48,507,Ray Bradbury,1953,Fahrenheit 451,3.97,1176240,30694,5,Classics,39
49,194,Stephenie Meyer,2006,"New Moon (Twilight,#2)",3.52,1199000,44020,18,Young Adult,37
50,45,Shel Silverstein,1974,Where the Sidewalk Ends,4.29,1023781,9234,21,Poetry,46
51,178,Cassandra Clare,2007,"City of Bones (The Mortal Instruments,#1)",4.12,1241799,51589,18,Young Adult,34
52,185,Stephenie Meyer,2007,"Eclipse (Twilight,#3)",3.69,1176642,35216,18,Young Adult,38
53,217,Christopher Paolini,2002,"Eragon (The Inheritance Cycle,#1)",3.86,1125231,18280,10,Fantasy,40
54,257,Douglas Adams,1979,"The Hitchhiker`s Guide to the Galaxy (Hitchhiker`s Guide to the Galaxy,#1)",4.2,1006479,20345,25,Science Fiction,47
56,183,Stephenie Meyer,2008,"Breaking Dawn (Twilight,#4)",3.7,1107709,44550,10,Fantasy,42
57,125,Sue Monk Kidd,2001,The Secret Life of Bees,4.01,937393,26522,11,Fiction,51
59,180,"E.B. White,Garth Williams,Rosemary Wells",1952,Charlotte`s Web,4.15,1084842,13044,5,Classics,43
60,183,Mark Haddon,2003,The Curious Incident of the Dog in the Night-Time,3.85,915790,35796,11,Fiction,52
61,14,Paula Hawkins,2015,The Girl on the Train,3.88,1226485,93600,15,Mystery,35
62,287,Philip Pullman,1995,"The Golden Compass (His Dark Materials,#1)",3.94,994914,14915,10,Fantasy,48
64,125,Jodi Picoult,2004,My Sister`s Keeper,4.06,887880,30719,11,Fiction,54
65,241,Kurt Vonnegut Jr.,1969,Slaughterhouse-Five,4.06,891762,19646,11,Fiction,53
67,197,Khaled Hosseini,2007,A Thousand Splendid Suns,4.34,866065,43645,11,Fiction,56
68,128,Stephen Chbosky,1999,The Perks of Being a Wallflower,4.21,954905,47116,11,Fiction,49
69,164,Veronica Roth,2012,"Insurgent (Divergent,#2)",4.07,947338,55873,18,Young Adult,50
70,224,Orson Scott Card,1985,"Ender`s Game (Ender`s Saga,#1)",4.3,873417,38054,25,Science Fiction,55
72,289,Stephen King,1977,The Shining (The Shining #1),4.17,830881,14936,11,Fiction,58
73,161,Stephenie Meyer,2008,"The Host (The Host,#1)",3.84,777560,39778,25,Science Fiction,60
74,187,John Green,2005,Looking for Alaska,4.09,831285,47128,18,Young Adult,57
75,193,Helen Fielding,1996,"Bridget Jones`s Diary (Bridget Jones,#1)",3.75,754498,8157,11,Fiction,62
77,138,"Louis Sachar,Louis Sachar",1998,"Holes (Holes,#1)",3.93,764637,15832,11,Fiction,61
78,129,Lauren Weisberger,2003,"The Devil Wears Prada (The Devil Wears Prada,#1)",3.7,679845,8024,11,Fiction,68
81,92,Jeannette Walls,2005,The Glass Castle,4.24,637866,40777,16,Nonfiction,77
82,108,Jon Krakauer,1996,Into the Wild,3.94,665377,17299,16,Nonfiction,70
84,176,Michael Crichton,1990,"Jurassic Park (Jurassic Park,#1)",3.96,650483,8143,11,Fiction,74
85,81,Shel Silverstein,1964,The Giving Tree,4.38,708287,14368,11,Fiction,64
86,158,John Grisham,1989,A Time to Kill,4.03,608824,4239,11,Fiction,83
87,109,"Elie Wiesel,Marion Wiesel",1958,Night (The Night Trilogy #1),4.3,707879,22001,16,Nonfiction,65
88,178,John Green,2008,Paper Towns,3.88,655271,42717,18,Young Adult,73
89,129,William Goldman,1973,The Princess Bride,4.25,658042,15630,10,Fantasy,72
90,156,S.E. Hinton,1967,The Outsiders,4.06,680437,22662,11,Fiction,67
91,147,James Dashner,2009,"The Maze Runner (Maze Runner,#1)",4.02,777956,48942,18,Young Adult,59
92,124,"Steven D. Levitt,Stephen J. Dubner",2005,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics,#1)",3.93,549301,13668,16,Nonfiction,101
94,555,"Gabriel García Márquez,Gregory Rabassa",1967,One Hundred Years of Solitude,4.04,575667,21671,5,Classics,91
96,133,E.L. James,2012,"Fifty Shades Freed (Fifty Shades,#3)",3.88,610116,25287,17,Romance,81
98,209,"Stieg Larsson,Reg Keeland",2006,"The Girl Who Played with Fire (Millennium,#2)",4.22,649253,31423,11,Fiction,76
99,147,E.L. James,2011,"Fifty Shades Darker (Fifty Shades,#2)",3.87,623340,28052,17,Romance,80
100,39,Barbara Kingsolver,1998,The Poisonwood Bible,4.02,562787,19941,11,Fiction,95
101,59,David Sedaris,2000,Me Talk Pretty One Day,3.97,514276,14982,16,Nonfiction,119
102,110,Maurice Sendak,1963,Where the Wild Things Are,4.22,636061,9102,11,Fiction,78
104,181,Cormac McCarthy,2006,The Road,3.95,555787,38980,11,Fiction,99
105,153,Veronica Roth,2013,"Allegiant (Divergent,#3)",3.63,663226,62536,18,Young Adult,71
106,48,Tina Fey,2011,Bossypants,3.94,609260,35142,16,Nonfiction,82
107,131,Nicholas Sparks,1999,A Walk to Remember,4.15,559581,11071,11,Fiction,96
108,144,Sophie Kinsella,2000,"Confessions of a Shopaholic (Shopaholic,#1)",3.61,558004,11170,11,Fiction,97
110,202,George R.R. Martin,1998,"A Clash of Kings  (A Song of Ice and Fire,#2)",4.4,606765,20325,10,Fantasy,84
111,98,Kim Edwards,2005,The Memory Keeper`s Daughter,3.64,510582,18027,11,Fiction,120
112,168,Jojo Moyes,2012,"Me Before You (Me Before You,#1)",4.27,741133,71412,11,Fiction,63
113,251,Joseph Heller,1961,Catch-22,3.98,582515,13734,11,Fiction,87
114,172,"Mitch Albom,Saulius Dagys",1997,Tuesdays with Morrie,4.06,584397,19272,16,Nonfiction,86
115,125,Jeffrey Eugenides,2002,Middlesex,3.98,507998,20880,11,Fiction,122
117,165,Madeleine L`Engle,1962,"A Wrinkle in Time (A Wrinkle in Time Quintet,#1)",4.04,650094,19413,10,Fantasy,75
118,126,Amy Tan,1989,The Joy Luck Club,3.9,525243,6708,11,Fiction,114
119,236,Margaret Atwood,1985,The Handmaid`s Tale,4.06,683564,35925,11,Fiction,66
120,93,Ann Brashares,2001,"The Sisterhood of the Traveling Pants (Sisterhood,#1)",3.75,536604,6477,18,Young Adult,105
121,370,"Vladimir Nabokov,Craig Raine",1955,Lolita,3.88,517990,18107,11,Fiction,116
122,80,"Gregory Maguire,Douglas Smith",1995,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years,#1)",3.52,525498,22926,10,Fantasy,113
123,11,John Grisham,1991,"The Firm (Penguin Readers,Level 5)",3.99,488355,3139,11,Fiction,129
124,151,Emma Donoghue,2010,Room,4.03,556327,42254,11,Fiction,98
126,241,Frank Herbert,1965,Dune (Dune Chronicles #1),4.19,525976,13239,25,Science Fiction,112
127,100,Malcolm Gladwell,2000,The Tipping Point: How Little Things Can Make a Big Difference,3.92,499066,10895,16,Nonfiction,124
128,190,Walter Isaacson,2011,Steve Jobs,4.09,579256,15198,3,Biography,89
129,275,Ken Kesey,1962,One Flew Over the Cuckoo`s Nest,4.18,514458,7855,5,Classics,118
130,666,Ernest Hemingway,1952,The Old Man and the Sea,3.73,574328,16716,5,Classics,92
132,123,Mitch Albom,2003,The Five People You Meet in Heaven,3.9,474699,16682,11,Fiction,135
134,122,Cassandra Clare,2009,"City of Glass (The Mortal Instruments,#3)",4.34,630560,22736,10,Fantasy,79
135,175,George R.R. Martin,2000,"A Storm of Swords (A Song of Ice and Fire,#3)",4.54,527644,19497,10,Fantasy,110
136,75,Rebecca Wells,1996,Divine Secrets of the Ya-Ya Sisterhood,3.79,470508,3867,11,Fiction,136
137,189,Diana Gabaldon,1991,"Outlander (Outlander,#1)",4.2,578842,36707,12,History,90
139,155,Ransom Riggs,2011,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children,#1)",3.89,672222,53569,10,Fantasy,69
140,193,"Stieg Larsson,Reg Keeland",2007,"The Girl Who Kicked the Hornet`s Nest (Millennium,#3)",4.2,526791,26766,11,Fiction,111
141,148,Andy Weir,2012,The Martian,4.39,529702,61298,10,Fantasy,108
142,255,Ken Follett,1989,"The Pillars of the Earth (The Kingsbridge Series,#1)",4.29,495893,26283,11,Fiction,125
143,139,Anthony Doerr,2014,All the Light We Cannot See,4.31,547827,53413,11,Fiction,102
144,16,Laura Hillenbrand,2010,"Unbroken: A World War II Story of Survival,Resilience,and Redemption",4.4,528552,41572,16,Nonfiction,109
145,180,Dan Brown,2001,Deception Point,3.67,479733,7798,11,Fiction,132
146,108,Donna Tartt,2013,The Goldfinch,3.87,463847,44631,11,Fiction,139
147,150,Jay Asher,2007,Thirteen Reasons Why,4.02,571281,43467,11,Fiction,93
148,169,Tracy Chevalier,1999,Girl with a Pearl Earring,3.85,492177,8011,11,Fiction,127
149,130,Gayle Forman,2009,"If I Stay (If I Stay,#1)",3.96,567087,34959,18,Young Adult,94
150,80,Anita Diamant,1997,The Red Tent,4.16,449217,17234,11,Fiction,149
151,121,Rick Riordan,2006,"The Sea of Monsters (Percy Jackson and the Olympians,#2)",4.23,550512,20097,10,Fantasy,100
152,111,Nicholas Sparks,2006,Dear John,4.01,454781,10626,17,Romance,145
153,125,Cassandra Clare,2008,"City of Ashes (The Mortal Instruments,#2)",4.21,586008,23643,10,Fantasy,85
155,453,J.R.R. Tolkien,1954,"The Two Towers (The Lord of the Rings,#2)",4.42,532209,6980,10,Fantasy,106
156,65,Emily Giffin,2004,"Something Borrowed (Darcy & Rachel,#1)",3.83,435189,11567,17,Romance,157
157,72,"Dr. Seuss,לאה נאור",1960,Green Eggs and Ham,4.29,461041,7370,11,Fiction,142
158,338,"Roald Dahl,Quentin Blake",1964,"Charlie and the Chocolate Factory (Charlie Bucket,#1)",4.1,494747,8473,11,Fiction,126
159,92,Rick Riordan,2008,"The Battle of the Labyrinth (Percy Jackson and the Olympians,#4)",4.39,537708,14098,10,Fantasy,104
161,470,J.R.R. Tolkien,1955,"The Return of the King (The Lord of the Rings,#3)",4.51,510537,6644,10,Fantasy,121
163,72,Rick Riordan,2010,"The Lost Hero (The Heroes of Olympus,#1)",4.35,489495,17107,10,Fantasy,128
164,103,Rainbow Rowell,2013,Eleanor & Park,4.11,579753,53005,18,Young Adult,88
165,176,George R.R. Martin,2005,"A Feast for Crows (A Song of Ice and Fire,#4)",4.1,481130,18876,10,Fantasy,131
166,84,Ally Condie,2010,"Matched (Matched,#1)",3.68,530680,30226,18,Young Adult,107
167,196,Neil Gaiman,2001,"American Gods (American Gods,#1)",4.11,518343,27587,10,Fantasy,115
168,195,"Stephen King,Bernie Wrightson",1978,The Stand,4.34,469953,13808,31,Horror,137
169,95,Nicholas Sparks,2008,The Last Song,4.14,438429,11051,17,Romance,154
170,185,Dan Brown,1998,Digital Fortress,3.6,447503,7538,11,Fiction,150
173,283,Anthony Burgess,1962,A Clockwork Orange,3.98,454391,9958,11,Fiction,146
174,134,William Paul Young,2007,The Shack,3.74,438292,29377,11,Fiction,155
175,87,Rick Riordan,2009,"The Last Olympian (Percy Jackson and the Olympians,#5)",4.5,499510,17693,10,Fantasy,123
176,7,Stephen King,1986,It,4.18,479381,11698,31,Horror,133
178,246,Sylvia Plath,1963,The Bell Jar,3.98,442157,15963,5,Classics,153
179,184,Frank McCourt,1996,"Angela`s Ashes (Frank McCourt,#1)",4.07,419746,9798,16,Nonfiction,162
181,223,Truman Capote,1965,In Cold Blood,4.05,401839,11754,16,Nonfiction,168
182,119,"Kami Garcia,Margaret Stohl",2009,"Beautiful Creatures (Caster Chronicles,#1)",3.76,458518,20808,10,Fantasy,143
183,103,Cassandra Clare,2010,"Clockwork Angel (The Infernal Devices,#1)",4.33,515759,24385,10,Fantasy,117
184,242,"Roald Dahl,Quentin Blake",1988,Matilda,4.29,463491,11053,18,Young Adult,140
185,119,Erin Morgenstern,2011,The Night Circus,4.03,474826,54008,10,Fantasy,134
186,111,Philippa Gregory,2001,"The Other Boleyn Girl (The Plantagenet and Tudor Novels,#9)",4.04,399223,15846,11,Fiction,171
187,98,Scott Westerfeld,2005,"Uglies (Uglies,#1)",3.86,464589,21234,18,Young Adult,138
188,115,George R.R. Martin,2011,"A Dance with Dragons (A Song of Ice and Fire,#5)",4.31,424618,20072,10,Fantasy,158
189,380,J.R.R. Tolkien,1955,"The Lord of the Rings (The Lord of the Rings,#1-3)",4.47,436346,9365,10,Fantasy,156
190,101,Cheryl Strayed,2012,Wild: From Lost to Found on the Pacific Crest Trail,3.96,420903,34444,16,Nonfiction,161
191,90,"Alan Moore,Dave Gibbons,John Higgins",1987,Watchmen,4.35,409323,10851,11,Fiction,163
192,123,Patrick Rothfuss,2007,"The Name of the Wind (The Kingkiller Chronicle,#1)",4.55,449372,28631,10,Fantasy,148
193,120,Malcolm Gladwell,2008,Outliers: The Story of Success,4.11,369126,19383,16,Nonfiction,187
195,116,"Mary Ann Shaffer,Annie Barrows",2008,The Guernsey Literary and Potato Peel Pie Society,4.12,423672,39853,11,Fiction,159
196,162,Chuck Palahniuk,1996,Fight Club,4.2,388654,11176,11,Fiction,175
197,109,Charlaine Harris,2001,"Dead Until Dark (Sookie Stackhouse,#1)",3.96,444824,16818,10,Fantasy,151
198,155,Alice Walker,1982,The Color Purple,4.17,400965,9485,11,Fiction,170
199,119,John Grogan,2005,Marley and Me: Life and Love With the World`s Worst Dog,4.12,379348,13407,16,Nonfiction,178
201,208,Dan Brown,2009,"The Lost Symbol (Robert Langdon,#3)",3.66,404982,24199,11,Fiction,165
202,91,Becca Fitzpatrick,2009,"Hush,Hush (Hush,Hush,#1)",4,461802,21871,18,Young Adult,141
203,85,Jamie McGuire,2011,"Beautiful Disaster (Beautiful,#1)",4.15,442696,25298,17,Romance,152
205,189,Anne Rice,1976,"Interview with the Vampire (The Vampire Chronicles,#1)",3.97,393941,7951,10,Fantasy,174
206,93,Kiera Cass,2012,"The Selection (The Selection,#1)",4.15,539091,35681,18,Young Adult,103
207,109,Janet Evanovich,1994,"One for the Money (Stephanie Plum,#1)",4.03,403315,13050,15,Mystery,167
208,66,Rebecca Skloot,2010,The Immortal Life of Henrietta Lacks,4.04,404440,28624,16,Nonfiction,166
209,187,Thomas Harris,1988,"The Silence of the Lambs  (Hannibal Lecter,#2)",4.14,366112,3866,31,Horror,189
210,132,Richelle Mead,2007,"Vampire Academy (Vampire Academy,#1)",4.14,455151,19720,10,Fantasy,144
211,116,Malcolm Gladwell,2005,Blink: The Power of Thinking Without Thinking,3.89,360338,12215,16,Nonfiction,191
212,155,Ian McEwan,2001,Atonement,3.88,365658,14815,11,Fiction,190
214,94,Rick Riordan,2007,"The Titan`s Curse (Percy Jackson and the Olympians,#3)",4.33,486262,15418,10,Fantasy,130
215,112,Ernest Cline,2011,Ready Player One,4.31,421819,52120,25,Science Fiction,160
216,90,Garth Stein,2006,The Art of Racing in the Rain,4.19,354319,32021,11,Fiction,193
217,70,"Erik Larson,Tony Goldwyn",2003,"The Devil in the White City: Murder,Magic,and Madness at the Fair That Changed America",3.98,350607,25846,16,Nonfiction,198
218,96,Sylvia Day,2012,"Bared to You (Crossfire,#1)",4.19,386136,16748,17,Romance,177
219,270,"C.S. Lewis,Pauline Baynes",1956,"The Chronicles of Narnia (Chronicles of Narnia,#1-7)",4.24,401676,8871,10,Fantasy,169
221,74,Dave Pelzer,1995,"A Child Called ""It"" (Dave Pelzer #1)",4.08,321298,13729,16,Nonfiction,225
222,143,Robert Ludlum,1980,"The Bourne Identity (Jason Bourne,#1)",3.98,336212,3899,11,Fiction,210
223,163,Eoin Colfer,2001,"Artemis Fowl (Artemis Fowl,#1)",3.82,399165,8384,10,Fantasy,172
224,97,Lauren Kate,2009,"Fallen (Fallen,#1)",3.74,408108,17725,18,Young Adult,164
225,81,John Steinbeck,1952,East of Eden,4.35,336682,14454,5,Classics,208
226,131,Gillian Flynn,2009,Dark Places,3.92,386607,28784,15,Mystery,176
227,134,John Grisham,1993,The Client,3.97,325663,1917,11,Fiction,219
228,84,"Emma McLaughlin,Nicola Kraus",2002,"The Nanny Diaries (Nanny,#1)",3.4,328073,5121,11,Fiction,213
231,117,Tatiana de Rosnay,2007,Sarah`s Key,4.14,347631,26614,11,Fiction,199
232,213,Stephen King,1982,"The Gunslinger (The Dark Tower,#1)",3.99,366377,13014,10,Fantasy,188
233,347,"Gabriel García Márquez,Edith Grossman",1985,Love in the Time of Cholera,3.89,323461,15246,11,Fiction,224
234,87,Laurie Halse Anderson,1999,Speak,4,372404,18379,18,Young Adult,182
235,95,Liane Moriarty,2013,The Husband`s Secret,3.92,351805,27610,11,Fiction,197
236,101,Jon Krakauer,1997,Into Thin Air: A Personal Account of the Mount Everest Disaster,4.11,301593,10439,16,Nonfiction,242
237,249,Stephen King,1974,Carrie,3.93,377650,8264,31,Horror,180
238,79,Augusten Burroughs,2002,Running with Scissors,3.7,306388,11601,16,Nonfiction,235
239,137,Max Brooks,2006,World War Z: An Oral History of the Zombie War,4.01,345149,22412,31,Horror,204
240,235,Dan Brown,2013,"Inferno (Robert Langdon,#4)",3.8,345560,33700,11,Fiction,203
241,81,Lois Lowry,1989,Number the Stars,4.11,342365,10304,11,Fiction,206
242,122,James Patterson,1993,"Along Came a Spider (Alex Cross,#1)",4.08,318031,3600,15,Mystery,229
243,197,Stephen King,1987,Misery,4.11,352203,6416,31,Horror,196
244,136,Gillian Flynn,2006,Sharp Objects,3.92,354838,28268,15,Mystery,192
245,125,Katherine Paterson,1977,Bridge to Terabithia,3.98,353474,9270,11,Fiction,194
246,97,"P.C. Cast,Kristin Cast",2007,"Marked (House of Night,#1)",3.79,371020,12870,18,Young Adult,185
247,250,Stephen R. Covey,1989,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,4.05,333884,6148,16,Nonfiction,212
249,104,Jonathan Safran Foer,2005,Extremely Loud and Incredibly Close,3.97,319116,21107,11,Fiction,226
250,124,R.J. Palacio,2012,Wonder,4.43,377791,43021,11,Fiction,179
251,99,Dr. Seuss,1957,The Cat in the Hat,4.15,317182,4299,11,Fiction,231
252,92,Marissa Meyer,2012,"Cinder (The Lunar Chronicles,#1)",4.15,454146,41109,18,Young Adult,147
253,48,"Robert Galbraith,J.K. Rowling",2013,"The Cuckoo`s Calling (Cormoran Strike,#1)",3.83,340495,27258,15,Mystery,207
254,96,Maggie Stiefvater,2009,"Shiver (The Wolves of Mercy Falls,#1)",3.78,370811,20521,17,Romance,186
255,147,"Ayn Rand,Leonard Peikoff",1957,Atlas Shrugged,3.68,296645,14666,11,Fiction,246
256,67,"Greg Mortenson,David Oliver Relin",2006,Three Cups of Tea: One Man`s Mission to Promote Peace ... One School at a Time,3.64,288520,21681,16,Nonfiction,256
258,279,"Carlos Ruiz Zafón,Lucia Graves",2001,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",4.24,317554,24652,11,Fiction,230
259,107,James Dashner,2010,"The Scorch Trials (Maze Runner,#2)",3.93,346307,23058,18,Young Adult,201
261,59,Frances Mayes,1996,Under the Tuscan Sun,3.72,281836,3074,16,Nonfiction,264
262,107,Liane Moriarty,2014,Big Little Lies,4.2,371433,30120,15,Mystery,184
263,61,Gail Carson Levine,1997,Ella Enchanted,3.97,345749,8534,10,Fantasy,202
266,111,James Patterson,1995,"Kiss the Girls (Alex Cross,#2)",3.93,279116,2798,15,Mystery,268
267,90,Kristin Hannah,2015,The Nightingale,4.54,327015,37279,11,Fiction,217
268,159,Kazuo Ishiguro,2005,Never Let Me Go,3.8,323627,21927,11,Fiction,223
269,17,Cecelia Ahern,2003,P.S. I Love You,4.01,283413,7069,17,Romance,262
271,163,Daniel Keyes,1966,Flowers for Algernon,4.07,336199,11328,11,Fiction,211
272,177,"Laura Esquivel,Thomas  Christensen,Carol Christensen",1989,Like Water for Chocolate,3.94,285469,6559,11,Fiction,259
273,105,Lisa See,2005,Snow Flower and the Secret Fan,4.05,290660,15807,11,Fiction,253
274,259,"Mario Puzo,Robert Thompson,Peter Bart",1969,The Godfather,4.36,270386,5832,11,Fiction,280
275,116,John Green,2006,An Abundance of Katherines,3.63,347424,20657,18,Young Adult,200
276,169,Isaac Asimov,1951,Foundation (Foundation #1),4.13,297588,6240,25,Science Fiction,245
277,109,Neil Gaiman,2013,The Ocean at the End of the Lane,3.99,336251,37655,11,Fiction,209
278,32,Shel Silverstein,1981,A Light in the Attic,4.34,304514,2431,21,Poetry,238
279,95,"John Tiffany,Jack Thorne,J.K. Rowling",2016,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter,#8)",3.75,397773,53365,10,Fantasy,173
280,108,Lauren Oliver,2011,"Delirium (Delirium,#1)",3.99,352398,24271,17,Romance,195
281,145,John Grisham,1992,The Pelican Brief,3.95,296168,2006,15,Mystery,248
282,153,Neil Gaiman,2002,Coraline,4.03,343630,13905,10,Fantasy,205
283,114,"Terry Pratchett,Neil Gaiman",1990,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter,Witch",4.25,326373,13914,10,Fantasy,218
284,312,Jack Kerouac,1955,On the Road,3.64,277884,12011,5,Classics,271
285,122,Graeme Simsion,2013,"The Rosie Project (Don Tillman,#1)",4.01,305509,31155,11,Fiction,236
286,99,Nicholas Sparks,2008,The Lucky One,4.1,281323,9476,17,Romance,265
288,117,Tom Clancy,1984,"The Hunt for Red October (Jack Ryan Universe,#4)",4.01,278255,2117,11,Fiction,270
289,193,Richard Adams,1972,"Watership Down (Watership Down,#1)",4.05,308373,10399,5,Classics,234
290,18,Mindy Kaling,2011,Is Everyone Hanging Out Without Me? (And Other Concerns),3.84,312931,19397,16,Nonfiction,233
291,74,Abraham Verghese,2009,Cutting for Stone,4.28,281079,23146,11,Fiction,266
292,299,"C.S. Lewis,Pauline Baynes",1951,"The Voyage of the Dawn Treader (Chronicles of Narnia,#3)",4.08,325264,4620,5,Classics,222
294,69,Rick Riordan,2011,"The Son of Neptune (The Heroes of Olympus,#2)",4.44,316800,12270,10,Fantasy,232
295,145,Stephen King,2011,11/22/63,4.29,303057,30656,11,Fiction,240
296,162,Eric Carle,1969,The Very Hungry Caterpillar Board Book,4.29,304528,5760,11,Fiction,237
297,155,Kurt Vonnegut Jr.,1963,Cat`s Cradle,4.18,274153,8050,11,Fiction,275
299,69,"Todd Burpo,Lynn Vincent",2010,Heaven is for Real: A Little Boy`s Astounding Story of His Trip to Heaven and Back,4.01,243018,14378,16,Nonfiction,318
300,178,John Boyne,2006,The Boy in the Striped Pajamas,4.1,325401,19058,11,Fiction,221
302,117,Nicholas Sparks,2010,Safe Haven,4.19,274974,12769,17,Romance,273
303,113,Rhonda Byrne,2006,"The Secret (The Secret,#1)",3.62,250945,9663,16,Nonfiction,303
304,52,Wally Lamb,1998,I Know This Much Is True,4.17,257608,7775,11,Fiction,293
305,198,Stephen King,1983,Pet Sematary,3.91,293753,5430,31,Horror,251
306,61,Wally Lamb,1992,She`s Come Undone,3.84,268924,9090,11,Fiction,284
307,102,Patrick Rothfuss,2011,"The Wise Man`s Fear (The Kingkiller Chronicle,#2)",4.57,282349,15503,10,Fantasy,263
308,94,Sophie Kinsella,2003,Can You Keep a Secret?,3.83,293801,9510,17,Romance,250
309,96,Cassandra Clare,2011,"City of Fallen Angels (The Mortal Instruments,#4)",4.16,373167,18870,10,Fantasy,181
310,71,Jennifer Weiner,2001,"Good in Bed (Cannie Shapiro,#1)",3.7,252305,5500,11,Fiction,301
311,201,Colleen McCullough,1977,The Thorn Birds,4.22,266826,4556,11,Fiction,287
